	0
PPDPF	PPDPF
PTK6	PTK6
SRMS	SRMS
AL121829.2	AL121829.2
FNDC11	FNDC11
HELZ2	HELZ2
GMEB2	GMEB2
MHENCR	MHENCR
STMN3	STMN3
RTEL1	RTEL1
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B
TNFRSF6B	TNFRSF6B
ARFRP1	ARFRP1
ZGPAT	ZGPAT
AL121845.3	AL121845.3
AL121845.4	AL121845.4
LIME1	LIME1
AL121845.2	AL121845.2
SLC2A4RG	SLC2A4RG
ZBTB46	ZBTB46
AL121845.1	AL121845.1
ZBTB46-AS1	ZBTB46-AS1
AL118506.1	AL118506.1
ABHD16B	ABHD16B
TPD52L2	TPD52L2
DNAJC5	DNAJC5
UCKL1	UCKL1
UCKL1-AS1	UCKL1-AS1
ZNF512B	ZNF512B
SAMD10	SAMD10
PRPF6	PRPF6
C20orf204	C20orf204
SOX18	SOX18
TCEA2	TCEA2
AL355803.1	AL355803.1
RGS19	RGS19
OPRL1	OPRL1
LKAAEAR1	LKAAEAR1
MYT1	MYT1
NPBWR2	NPBWR2
PCMTD2	PCMTD2
LINC00266-1	LINC00266-1
AC008993.4	AC008993.4
FAM138F	FAM138F
OR4F17	OR4F17
AC092192.1	AC092192.1
AC016588.2	AC016588.2
PLPP2	PLPP2
MIER2	MIER2
AC016588.1	AC016588.1
THEG	THEG
AC010641.1	AC010641.1
C2CD4C	C2CD4C
SHC2	SHC2
ODF3L2	ODF3L2
MADCAM1	MADCAM1
AC005775.1	AC005775.1
TPGS1	TPGS1
CDC34	CDC34
GZMM	GZMM
AC009005.1	AC009005.1
BSG	BSG
HCN2	HCN2
POLRMT	POLRMT
AC004449.1	AC004449.1
FGF22	FGF22
RNF126	RNF126
AC004156.1	AC004156.1
FSTL3	FSTL3
PRSS57	PRSS57
PALM	PALM
MISP	MISP
AC006273.1	AC006273.1
LINC01836	LINC01836
PTBP1	PTBP1
PLPPR3	PLPPR3
AZU1	AZU1
PRTN3	PRTN3
ELANE	ELANE
CFD	CFD
MED16	MED16
R3HDM4	R3HDM4
KISS1R	KISS1R
ARID3A	ARID3A
AC005379.1	AC005379.1
WDR18	WDR18
AC004528.1	AC004528.1
GRIN3B	GRIN3B
TMEM259	TMEM259
AC004528.2	AC004528.2
CNN2	CNN2
ABCA7	ABCA7
ARHGAP45	ARHGAP45
POLR2E	POLR2E
GPX4	GPX4
SBNO2	SBNO2
STK11	STK11
CBARP	CBARP
AC004221.1	AC004221.1
ATP5F1D	ATP5F1D
MIDN	MIDN
CIRBP	CIRBP
CIRBP-AS1	CIRBP-AS1
C19orf24	C19orf24
EFNA2	EFNA2
AC005330.1	AC005330.1
MUM1	MUM1
AC005329.2	AC005329.2
NDUFS7	NDUFS7
AC005329.3	AC005329.3
AC005329.1	AC005329.1
GAMT	GAMT
DAZAP1	DAZAP1
RPS15	RPS15
AC027307.3	AC027307.3
APC2	APC2
AC027307.2	AC027307.2
C19orf25	C19orf25
PCSK4	PCSK4
REEP6	REEP6
ADAMTSL5	ADAMTSL5
AC027307.1	AC027307.1
PLK5	PLK5
MEX3D	MEX3D
MBD3	MBD3
AC005943.1	AC005943.1
UQCR11	UQCR11
TCF3	TCF3
AC005256.1	AC005256.1
ONECUT3	ONECUT3
ATP8B3	ATP8B3
REXO1	REXO1
AC012615.2	AC012615.2
AC012615.3	AC012615.3
KLF16	KLF16
AC012615.4	AC012615.4
AC012615.1	AC012615.1
AC012615.5	AC012615.5
ABHD17A	ABHD17A
SCAMP4	SCAMP4
ADAT3	ADAT3
CSNK1G2	CSNK1G2
CSNK1G2-AS1	CSNK1G2-AS1
BTBD2	BTBD2
MKNK2	MKNK2
MOB3A	MOB3A
IZUMO4	IZUMO4
AP3D1	AP3D1
DOT1L	DOT1L
AC004490.1	AC004490.1
PLEKHJ1	PLEKHJ1
SF3A2	SF3A2
AMH	AMH
JSRP1	JSRP1
OAZ1	OAZ1
AC005258.1	AC005258.1
PEAK3	PEAK3
LINGO3	LINGO3
LSM7	LSM7
SPPL2B	SPPL2B
TMPRSS9	TMPRSS9
TIMM13	TIMM13
LMNB2	LMNB2
LINC01775	LINC01775
GADD45B	GADD45B
GNG7	GNG7
AC092068.1	AC092068.1
DIRAS1	DIRAS1
AC006538.2	AC006538.2
SLC39A3	SLC39A3
SGTA	SGTA
THOP1	THOP1
ZNF554	ZNF554
ZNF555	ZNF555
AC006130.1	AC006130.1
ZNF556	ZNF556
ZNF57	ZNF57
AC119403.1	AC119403.1
ZNF77	ZNF77
TLE6	TLE6
TLE2	TLE2
AC005944.1	AC005944.1
AES	AES
GNA11	GNA11
AC005262.2	AC005262.2
KF456478.1	KF456478.1
GNA15	GNA15
AC005264.1	AC005264.1
S1PR4	S1PR4
NCLN	NCLN
CELF5	CELF5
AC010649.1	AC010649.1
NFIC	NFIC
SMIM24	SMIM24
AC005551.1	AC005551.1
DOHH	DOHH
FZR1	FZR1
MFSD12	MFSD12
C19orf71	C19orf71
AC005786.3	AC005786.3
AC005786.2	AC005786.2
HMG20B	HMG20B
GIPC3	GIPC3
TBXA2R	TBXA2R
CACTIN-AS1	CACTIN-AS1
CACTIN	CACTIN
PIP5K1C	PIP5K1C
AC004637.1	AC004637.1
TJP3	TJP3
APBA3	APBA3
AC005954.2	AC005954.2
MRPL54	MRPL54
RAX2	RAX2
MATK	MATK
ZFR2	ZFR2
ATCAY	ATCAY
NMRK2	NMRK2
DAPK3	DAPK3
EEF2	EEF2
PIAS4	PIAS4
ZBTB7A	ZBTB7A
MAP2K2	MAP2K2
CREB3L3	CREB3L3
SIRT6	SIRT6
ANKRD24	ANKRD24
EBI3	EBI3
YJU2	YJU2
SHD	SHD
TMIGD2	TMIGD2
FSD1	FSD1
STAP2	STAP2
AC104521.1	AC104521.1
MPND	MPND
AC007292.3	AC007292.3
AC007292.2	AC007292.2
SH3GL1	SH3GL1
AC007292.1	AC007292.1
CHAF1A	CHAF1A
AC011498.3	AC011498.3
UBXN6	UBXN6
AC011498.2	AC011498.2
AC011498.6	AC011498.6
AC011498.1	AC011498.1
HDGFL2	HDGFL2
PLIN4	PLIN4
PLIN5	PLIN5
AC011498.4	AC011498.4
LRG1	LRG1
SEMA6B	SEMA6B
TNFAIP8L1	TNFAIP8L1
MYDGF	MYDGF
AC005339.1	AC005339.1
DPP9	DPP9
DPP9-AS1	DPP9-AS1
MIR7-3HG	MIR7-3HG
AC005523.1	AC005523.1
FEM1A	FEM1A
AC005523.2	AC005523.2
TICAM1	TICAM1
AC027319.1	AC027319.1
PLIN3	PLIN3
ARRDC5	ARRDC5
UHRF1	UHRF1
KDM4B	KDM4B
PTPRS	PTPRS
AC022517.1	AC022517.1
AC005790.1	AC005790.1
ZNRF4	ZNRF4
TINCR	TINCR
SAFB2	SAFB2
SAFB	SAFB
RPL36	RPL36
C19orf70	C19orf70
HSD11B1L	HSD11B1L
LONP1	LONP1
CATSPERD	CATSPERD
PRR22	PRR22
AC011499.1	AC011499.1
DUS3L	DUS3L
NRTN	NRTN
FUT6	FUT6
FUT3	FUT3
AC024592.2	AC024592.2
FUT5	FUT5
AC024592.3	AC024592.3
NDUFA11	NDUFA11
AC024592.1	AC024592.1
AC104532.1	AC104532.1
VMAC	VMAC
AC104532.2	AC104532.2
CAPS	CAPS
RANBP3	RANBP3
AC011444.1	AC011444.1
RFX2	RFX2
AC011444.2	AC011444.2
AC011444.3	AC011444.3
ACSBG2	ACSBG2
MLLT1	MLLT1
AC011471.2	AC011471.2
ACER1	ACER1
AC011491.3	AC011491.3
CLPP	CLPP
ALKBH7	ALKBH7
PSPN	PSPN
GTF2F1	GTF2F1
KHSRP	KHSRP
SLC25A41	SLC25A41
SLC25A23	SLC25A23
CRB3	CRB3
DENND1C	DENND1C
AC010503.4	AC010503.4
TUBB4A	TUBB4A
AC010503.1	AC010503.1
AC010503.2	AC010503.2
TNFSF9	TNFSF9
CD70	CD70
TNFSF14	TNFSF14
C3	C3
GPR108	GPR108
TRIP10	TRIP10
AC008760.1	AC008760.1
SH2D3A	SH2D3A
VAV1	VAV1
ADGRE1	ADGRE1
AC025278.1	AC025278.1
MBD3L2B	MBD3L2B
MBD3L5	MBD3L5
MBD3L4	MBD3L4
MBD3L2	MBD3L2
MBD3L3	MBD3L3
ZNF557	ZNF557
INSR	INSR
AC119396.1	AC119396.1
AC008878.3	AC008878.3
AC119396.2	AC119396.2
ARHGEF18	ARHGEF18
PEX11G	PEX11G
TEX45	TEX45
AC008878.1	AC008878.1
ZNF358	ZNF358
AC008878.4	AC008878.4
MCOLN1	MCOLN1
AC008878.2	AC008878.2
PNPLA6	PNPLA6
CAMSAP3	CAMSAP3
XAB2	XAB2
PET100	PET100
AC008763.2	AC008763.2
PCP2	PCP2
AC008763.1	AC008763.1
STXBP2	STXBP2
RETN	RETN
MCEMP1	MCEMP1
AC008763.3	AC008763.3
TRAPPC5	TRAPPC5
FCER2	FCER2
CLEC4G	CLEC4G
CD209	CD209
CLEC4M	CLEC4M
EVI5L	EVI5L
PRR36	PRR36
AC010336.3	AC010336.3
LRRC8E	LRRC8E
AC010336.1	AC010336.1
MAP2K7	MAP2K7
AC010336.4	AC010336.4
TGFBR3L	TGFBR3L
AC010336.2	AC010336.2
SNAPC2	SNAPC2
CTXN1	CTXN1
TIMM44	TIMM44
ELAVL1	ELAVL1
AC010336.6	AC010336.6
AC008946.1	AC008946.1
CCL25	CCL25
FBN3	FBN3
CERS4	CERS4
AC022146.2	AC022146.2
CD320	CD320
AC010323.1	AC010323.1
NDUFA7	NDUFA7
RPS28	RPS28
KANK3	KANK3
ANGPTL4	ANGPTL4
RAB11B-AS1	RAB11B-AS1
RAB11B	RAB11B
MARCH2	MARCH2
AC136469.1	AC136469.1
HNRNPM	HNRNPM
PRAM1	PRAM1
ZNF414	ZNF414
MYO1F	MYO1F
AC092316.1	AC092316.1
ADAMTS10	ADAMTS10
AC130469.1	AC130469.1
LINC01862	LINC01862
ACTL9	ACTL9
OR2Z1	OR2Z1
ZNF558	ZNF558
AC008734.1	AC008734.1
MBD3L1	MBD3L1
MUC16	MUC16
OR1M1	OR1M1
OR7G2	OR7G2
OR7G1	OR7G1
OR7G3	OR7G3
ZNF317	ZNF317
OR7D2	OR7D2
OR7D4	OR7D4
OR7E24	OR7E24
AC011451.1	AC011451.1
ZNF699	ZNF699
ZNF559	ZNF559
ZNF559-ZNF177	ZNF559-ZNF177
ZNF177	ZNF177
ZNF266	ZNF266
ZNF560	ZNF560
AC008567.2	AC008567.2
ZNF426	ZNF426
ZNF426-DT	ZNF426-DT
ZNF121	ZNF121
ZNF561	ZNF561
ZNF562	ZNF562
AC008759.3	AC008759.3
AC008759.2	AC008759.2
ZNF846	ZNF846
AC008752.1	AC008752.1
FBXL12	FBXL12
UBL5	UBL5
AC008752.2	AC008752.2
PIN1	PIN1
OLFM2	OLFM2
COL5A3	COL5A3
AC008742.1	AC008742.1
RDH8	RDH8
C19orf66	C19orf66
AC020931.1	AC020931.1
ANGPTL6	ANGPTL6
PPAN-P2RY11	PPAN-P2RY11
PPAN	PPAN
P2RY11	P2RY11
EIF3G	EIF3G
DNMT1	DNMT1
S1PR2	S1PR2
MRPL4	MRPL4
AC011511.2	AC011511.2
AC011511.3	AC011511.3
ICAM1	ICAM1
AC011511.5	AC011511.5
ICAM4	ICAM4
ICAM5	ICAM5
ZGLP1	ZGLP1
AC011511.1	AC011511.1
FDX2	FDX2
AC011511.4	AC011511.4
RAVER1	RAVER1
AC114271.1	AC114271.1
ICAM3	ICAM3
TYK2	TYK2
CDC37	CDC37
PDE4A	PDE4A
KEAP1	KEAP1
S1PR5	S1PR5
ATG4D	ATG4D
KRI1	KRI1
CDKN2D	CDKN2D
AP1M2	AP1M2
SLC44A2	SLC44A2
ILF3-DT	ILF3-DT
ILF3	ILF3
QTRT1	QTRT1
DNM2	DNM2
TMED1	TMED1
C19orf38	C19orf38
CARM1	CARM1
YIPF2	YIPF2
TIMM29	TIMM29
SMARCA4	SMARCA4
AC011442.1	AC011442.1
LDLR	LDLR
SPC24	SPC24
KANK2	KANK2
DOCK6	DOCK6
AC011472.1	AC011472.1
AC011472.4	AC011472.4
ANGPTL8	ANGPTL8
TSPAN16	TSPAN16
RAB3D	RAB3D
TMEM205	TMEM205
CCDC159	CCDC159
PLPPR2	PLPPR2
AC024575.1	AC024575.1
SWSAP1	SWSAP1
EPOR	EPOR
RGL3	RGL3
CCDC151	CCDC151
PRKCSH	PRKCSH
ELAVL3	ELAVL3
AC008481.3	AC008481.3
ZNF653	ZNF653
ECSIT	ECSIT
CNN1	CNN1
ELOF1	ELOF1
ZNF627	ZNF627
ACP5	ACP5
AC008543.1	AC008543.1
ZNF823	ZNF823
ZNF441	ZNF441
AC008543.5	AC008543.5
ZNF491	ZNF491
ZNF440	ZNF440
AC008543.4	AC008543.4
ZNF439	ZNF439
ZNF69	ZNF69
ZNF700	ZNF700
AC008770.2	AC008770.2
ZNF763	ZNF763
ZNF433	ZNF433
AC008770.1	AC008770.1
ZNF878	ZNF878
ZNF844	ZNF844
ZNF788P	ZNF788P
ZNF20	ZNF20
ZNF625-ZNF20	ZNF625-ZNF20
ZNF625	ZNF625
ZNF136	ZNF136
ZNF44	ZNF44
ZNF563	ZNF563
ZNF442	ZNF442
AC008758.4	AC008758.4
ZNF799	ZNF799
AC008758.5	AC008758.5
ZNF443	ZNF443
AC008758.6	AC008758.6
AC008758.2	AC008758.2
ZNF709	ZNF709
AC008758.1	AC008758.1
ZNF564	ZNF564
AC010422.6	AC010422.6
AC010422.1	AC010422.1
ZNF490	ZNF490
ZNF791	ZNF791
AC010422.3	AC010422.3
MAN2B1	MAN2B1
AC010422.5	AC010422.5
WDR83	WDR83
WDR83OS	WDR83OS
DHPS	DHPS
AC010422.2	AC010422.2
GNG14	GNG14
FBXW9	FBXW9
AC018761.4	AC018761.4
TNPO2	TNPO2
AC018761.1	AC018761.1
TRIR	TRIR
ASNA1	ASNA1
BEST2	BEST2
HOOK2	HOOK2
AC018761.3	AC018761.3
JUNB	JUNB
PRDX2	PRDX2
AC018761.2	AC018761.2
THSD8	THSD8
RNASEH2A	RNASEH2A
RTBDN	RTBDN
AC020934.1	AC020934.1
MAST1	MAST1
DNASE2	DNASE2
AC020934.2	AC020934.2
KLF1	KLF1
GCDH	GCDH
SYCE2	SYCE2
FARSA	FARSA
FARSA-AS1	FARSA-AS1
CALR	CALR
AC092069.1	AC092069.1
RAD23A	RAD23A
GADD45GIP1	GADD45GIP1
DAND5	DAND5
NFIX	NFIX
AC138474.1	AC138474.1
AC007787.1	AC007787.1
LYL1	LYL1
TRMT1	TRMT1
NACC1	NACC1
AC005546.1	AC005546.1
AC011446.1	AC011446.1
STX10	STX10
IER2	IER2
AC011446.2	AC011446.2
CACNA1A	CACNA1A
CCDC130	CCDC130
MRI1	MRI1
AC008686.1	AC008686.1
C19orf53	C19orf53
ZSWIM4	ZSWIM4
AC020916.2	AC020916.2
AC020916.1	AC020916.1
NANOS3	NANOS3
C19orf57	C19orf57
CC2D1A	CC2D1A
PODNL1	PODNL1
DCAF15	DCAF15
RFX1	RFX1
AC022098.4	AC022098.4
RLN3	RLN3
AC022098.2	AC022098.2
IL27RA	IL27RA
PALM3	PALM3
MISP3	MISP3
C19orf67	C19orf67
SAMD1	SAMD1
PRKACA	PRKACA
AC022098.3	AC022098.3
ASF1B	ASF1B
AC022098.1	AC022098.1
ADGRL1	ADGRL1
AC011509.2	AC011509.2
AC011509.1	AC011509.1
LINC01841	LINC01841
LINC01842	LINC01842
ADGRE5	ADGRE5
AC008569.1	AC008569.1
DDX39A	DDX39A
PKN1	PKN1
PTGER1	PTGER1
GIPC1	GIPC1
DNAJB1	DNAJB1
TECR	TECR
NDUFB7	NDUFB7
CLEC17A	CLEC17A
ADGRE3	ADGRE3
ZNF333	ZNF333
ADGRE2	ADGRE2
OR7C1	OR7C1
OR7A5	OR7A5
OR7A10	OR7A10
OR7A17	OR7A17
OR7C2	OR7C2
SLC1A6	SLC1A6
CCDC105	CCDC105
CASP14	CASP14
OR1I1	OR1I1
SYDE1	SYDE1
ILVBL	ILVBL
AC003956.1	AC003956.1
NOTCH3	NOTCH3
AC004257.1	AC004257.1
EPHX3	EPHX3
BRD4	BRD4
AC005776.2	AC005776.2
AKAP8	AKAP8
AKAP8L	AKAP8L
WIZ	WIZ
RASAL3	RASAL3
PGLYRP2	PGLYRP2
CYP4F22	CYP4F22
AC093072.1	AC093072.1
CYP4F8	CYP4F8
CYP4F3	CYP4F3
CYP4F12	CYP4F12
OR10H2	OR10H2
OR10H3	OR10H3
AC004597.1	AC004597.1
OR10H5	OR10H5
OR10H1	OR10H1
LINC01764	LINC01764
UCA1	UCA1
CYP4F2	CYP4F2
CYP4F11	CYP4F11
OR10H4	OR10H4
LINC01855	LINC01855
TPM4	TPM4
AC008894.1	AC008894.1
RAB8A	RAB8A
AC008894.2	AC008894.2
HSH2D	HSH2D
CIB3	CIB3
FAM32A	FAM32A
AC020911.1	AC020911.1
AP1M1	AP1M1
AC020911.2	AC020911.2
KLF2	KLF2
AC020917.3	AC020917.3
EPS15L1	EPS15L1
AC020917.2	AC020917.2
CALR3	CALR3
AC008764.1	AC008764.1
C19orf44	C19orf44
CHERP	CHERP
AC008764.6	AC008764.6
SLC35E1	SLC35E1
AC008764.3	AC008764.3
AC008764.5	AC008764.5
AC008764.8	AC008764.8
MED26	MED26
AC008764.4	AC008764.4
AC008764.2	AC008764.2
AC024075.3	AC024075.3
SMIM7	SMIM7
TMEM38A	TMEM38A
NWD1	NWD1
SIN3B	SIN3B
F2RL3	F2RL3
CPAMD8	CPAMD8
AC020908.2	AC020908.2
HAUS8	HAUS8
AC020908.1	AC020908.1
MYO9B	MYO9B
AC020908.3	AC020908.3
AC020913.1	AC020913.1
AC020913.3	AC020913.3
AC020913.2	AC020913.2
USE1	USE1
OCEL1	OCEL1
NR2F6	NR2F6
AC010646.1	AC010646.1
USHBP1	USHBP1
BABAM1	BABAM1
AC010463.1	AC010463.1
ANKLE1	ANKLE1
ABHD8	ABHD8
MRPL34	MRPL34
DDA1	DDA1
ANO8	ANO8
GTPBP3	GTPBP3
PLVAP	PLVAP
AC010463.2	AC010463.2
CCDC194	CCDC194
BST2	BST2
BISPR	BISPR
MVB12A	MVB12A
AC010319.4	AC010319.4
AC010319.3	AC010319.3
TMEM221	TMEM221
AC010319.2	AC010319.2
AC010319.5	AC010319.5
NXNL1	NXNL1
SLC27A1	SLC27A1
AC010618.3	AC010618.3
PGLS	PGLS
AC010618.2	AC010618.2
FAM129C	FAM129C
COLGALT1	COLGALT1
UNC13A	UNC13A
AC008761.2	AC008761.2
MAP1S	MAP1S
AC008761.1	AC008761.1
FCHO1	FCHO1
B3GNT3	B3GNT3
INSL3	INSL3
JAK3	JAK3
RPL18A	RPL18A
SLC5A5	SLC5A5
CCDC124	CCDC124
KCNN1	KCNN1
ARRDC2	ARRDC2
IL12RB1	IL12RB1
MAST3	MAST3
AC007192.2	AC007192.2
PIK3R2	PIK3R2
AC007192.1	AC007192.1
IFI30	IFI30
MPV17L2	MPV17L2
RAB3A	RAB3A
AC005759.1	AC005759.1
AC008397.2	AC008397.2
PDE4C	PDE4C
AC008397.1	AC008397.1
IQCN	IQCN
JUND	JUND
LSM4	LSM4
PGPEP1	PGPEP1
GDF15	GDF15
LRRC25	LRRC25
SSBP4	SSBP4
ISYNA1	ISYNA1
AC010335.1	AC010335.1
ELL	ELL
AC005387.1	AC005387.1
FKBP8	FKBP8
AC005387.2	AC005387.2
KXD1	KXD1
AC005253.1	AC005253.1
AC005253.2	AC005253.2
UBA52	UBA52
CRLF1	CRLF1
REX1BD	REX1BD
TMEM59L	TMEM59L
KLHL26	KLHL26
CRTC1	CRTC1
COMP	COMP
UPF1	UPF1
GDF1	GDF1
CERS1	CERS1
AC005197.1	AC005197.1
COPE	COPE
AC002985.1	AC002985.1
DDX49	DDX49
HOMER3	HOMER3
HOMER3-AS1	HOMER3-AS1
SUGP2	SUGP2
ARMC6	ARMC6
SLC25A42	SLC25A42
TMEM161A	TMEM161A
BORCS8-MEF2B	BORCS8-MEF2B
MEF2B	MEF2B
BORCS8	BORCS8
RFXANK	RFXANK
NR2C2AP	NR2C2AP
NCAN	NCAN
HAPLN4	HAPLN4
TM6SF2	TM6SF2
SUGP1	SUGP1
MAU2	MAU2
GATAD2A	GATAD2A
AC092067.1	AC092067.1
TSSK6	TSSK6
NDUFA13	NDUFA13
AC011448.1	AC011448.1
YJEFN3	YJEFN3
CILP2	CILP2
PBX4	PBX4
AC002306.1	AC002306.1
LPAR2	LPAR2
GMIP	GMIP
ATP13A1	ATP13A1
ZNF101	ZNF101
ZNF14	ZNF14
LINC00663	LINC00663
AC011477.4	AC011477.4
ZNF506	ZNF506
ZNF253	ZNF253
AC011477.3	AC011477.3
ZNF93	ZNF93
ZNF682	ZNF682
ZNF90	ZNF90
AC011447.3	AC011447.3
ZNF486	ZNF486
AC008554.1	AC008554.1
ZNF737	ZNF737
AC010636.2	AC010636.2
AC010636.1	AC010636.1
ZNF626	ZNF626
AC010329.1	AC010329.1
ZNF66	ZNF66
ZNF85	ZNF85
AC008739.1	AC008739.1
ZNF430	ZNF430
ZNF714	ZNF714
ZNF431	ZNF431
ZNF708	ZNF708
ZNF738	ZNF738
ZNF493	ZNF493
AC010615.4	AC010615.4
LINC00664	LINC00664
ZNF429	ZNF429
AC123912.1	AC123912.1
AC123912.4	AC123912.4
AC123912.2	AC123912.2
ZNF100	ZNF100
AC092364.1	AC092364.1
ZNF43	ZNF43
ZNF208	ZNF208
AC003973.2	AC003973.2
AC003973.1	AC003973.1
ZNF257	ZNF257
ZNF676	ZNF676
AC073539.1	AC073539.1
AC073539.3	AC073539.3
ZNF729	ZNF729
ZNF98	ZNF98
AC011516.1	AC011516.1
AC025811.1	AC025811.1
LINC01233	LINC01233
LINC01785	LINC01785
ZNF492	ZNF492
AC024563.1	AC024563.1
ZNF99	ZNF99
ZNF723	ZNF723
AC022145.1	AC022145.1
ZNF728	ZNF728
LINC01859	LINC01859
LINC01858	LINC01858
AC074135.2	AC074135.2
AC074135.1	AC074135.1
ZNF730	ZNF730
ZNF724	ZNF724
AC092329.3	AC092329.3
AC092329.1	AC092329.1
ZNF91	ZNF91
AC010300.1	AC010300.1
LINC01224	LINC01224
ZNF675	ZNF675
ZNF681	ZNF681
AC139769.2	AC139769.2
ZNF726	ZNF726
AC011503.1	AC011503.1
ZNF254	ZNF254
AC092279.1	AC092279.1
AC073534.2	AC073534.2
ERVK-28	ERVK-28
LINC00662	LINC00662
AC006504.1	AC006504.1
AC006504.5	AC006504.5
AC006504.2	AC006504.2
AC010511.1	AC010511.1
AC020905.1	AC020905.1
AC005580.1	AC005580.1
AC093074.1	AC093074.1
AC005307.1	AC005307.1
AC005381.1	AC005381.1
AC005394.1	AC005394.1
AC005616.1	AC005616.1
AC079466.2	AC079466.2
AC079466.1	AC079466.1
AC007795.1	AC007795.1
AC008991.1	AC008991.1
AC008991.2	AC008991.2
AC011524.1	AC011524.1
AC011524.2	AC011524.2
LINC00906	LINC00906
LINC01532	LINC01532
UQCRFS1	UQCRFS1
AC007786.1	AC007786.1
AC007786.2	AC007786.2
AC007786.3	AC007786.3
AC011474.3	AC011474.3
AC011474.2	AC011474.2
VSTM2B	VSTM2B
POP4	POP4
PLEKHF1	PLEKHF1
C19orf12	C19orf12
CCNE1	CCNE1
URI1	URI1
AC008507.2	AC008507.2
AC005597.1	AC005597.1
ZNF536	ZNF536
AC011478.1	AC011478.1
AC011507.1	AC011507.1
LINC01834	LINC01834
AC020897.1	AC020897.1
AC020912.1	AC020912.1
LINC01791	LINC01791
TSHZ3	TSHZ3
AC025809.1	AC025809.1
AC008992.1	AC008992.1
AC008794.2	AC008794.2
AC008794.1	AC008794.1
AC011525.1	AC011525.1
AC011525.2	AC011525.2
LINC01837	LINC01837
AC011456.1	AC011456.1
LINC01533	LINC01533
LINC01782	LINC01782
AC011518.1	AC011518.1
ZNF507	ZNF507
AC007773.1	AC007773.1
DPY19L3	DPY19L3
PDCD5	PDCD5
ANKRD27	ANKRD27
AC008474.1	AC008474.1
RGS9BP	RGS9BP
AC008736.1	AC008736.1
NUDT19	NUDT19
AC008736.2	AC008736.2
TDRD12	TDRD12
SLC7A9	SLC7A9
AC008805.2	AC008805.2
CEP89	CEP89
FAAP24	FAAP24
RHPN2	RHPN2
GPATCH1	GPATCH1
WDR88	WDR88
LRP3	LRP3
SLC7A10	SLC7A10
AC008738.4	AC008738.4
AC008738.6	AC008738.6
CEBPA	CEBPA
AC008738.3	AC008738.3
AC008738.5	AC008738.5
CEBPA-DT	CEBPA-DT
AC008738.2	AC008738.2
CEBPG	CEBPG
PEPD	PEPD
AC010485.1	AC010485.1
CHST8	CHST8
KCTD15	KCTD15
AC008556.1	AC008556.1
LSM14A	LSM14A
KIAA0355	KIAA0355
AC010504.1	AC010504.1
GPI	GPI
AC092073.1	AC092073.1
PDCD2L	PDCD2L
AC008747.1	AC008747.1
UBA2	UBA2
WTIP	WTIP
SCGB1B2P	SCGB1B2P
SCGB2B2	SCGB2B2
ZNF302	ZNF302
AC020910.4	AC020910.4
ZNF181	ZNF181
ZNF599	ZNF599
LINC01801	LINC01801
AC008555.1	AC008555.1
AC008555.2	AC008555.2
AC008555.5	AC008555.5
LINC00904	LINC00904
AC008555.3	AC008555.3
AC008555.6	AC008555.6
LINC01838	LINC01838
ZNF30-AS1	ZNF30-AS1
ZNF30	ZNF30
ZNF792	ZNF792
GRAMD1A	GRAMD1A
AC020907.3	AC020907.3
AC020907.4	AC020907.4
SCN1B	SCN1B
HPN	HPN
HPN-AS1	HPN-AS1
AC020907.1	AC020907.1
FXYD3	FXYD3
LGI4	LGI4
FXYD1	FXYD1
FXYD7	FXYD7
FXYD5	FXYD5
FAM187B	FAM187B
LSR	LSR
AC002128.2	AC002128.2
USF2	USF2
HAMP	HAMP
MAG	MAG
CD22	CD22
FFAR1	FFAR1
FFAR3	FFAR3
GPR42	GPR42
LINC01531	LINC01531
AC002511.2	AC002511.2
AC002511.1	AC002511.1
FFAR2	FFAR2
KRTDAP	KRTDAP
DMKN	DMKN
SBSN	SBSN
GAPDHS	GAPDHS
TMEM147-AS1	TMEM147-AS1
TMEM147	TMEM147
ATP4A	ATP4A
AD000090.1	AD000090.1
PMIS2	PMIS2
LINC01766	LINC01766
AC002115.1	AC002115.1
HAUS5	HAUS5
RBM42	RBM42
ETV2	ETV2
COX6B1	COX6B1
UPK1A	UPK1A
UPK1A-AS1	UPK1A-AS1
ZBTB32	ZBTB32
KMT2B	KMT2B
IGFLR1	IGFLR1
AD000671.2	AD000671.2
U2AF1L4	U2AF1L4
PSENEN	PSENEN
AD000671.1	AD000671.1
AD000671.3	AD000671.3
LIN37	LIN37
AC002398.2	AC002398.2
HSPB6	HSPB6
PROSER3	PROSER3
AC002398.1	AC002398.1
ARHGAP33	ARHGAP33
PRODH2	PRODH2
NPHS1	NPHS1
KIRREL2	KIRREL2
APLP1	APLP1
NFKBID	NFKBID
HCST	HCST
TYROBP	TYROBP
LRFN3	LRFN3
AF038458.3	AF038458.3
AF038458.2	AF038458.2
SDHAF1	SDHAF1
SYNE4	SYNE4
ALKBH6	ALKBH6
AC002116.2	AC002116.2
CLIP3	CLIP3
THAP8	THAP8
WDR62	WDR62
OVOL3	OVOL3
POLR2I	POLR2I
TBCB	TBCB
CAPNS1	CAPNS1
AD001527.1	AD001527.1
COX7A1	COX7A1
ZNF565	ZNF565
ZNF146	ZNF146
AC012617.1	AC012617.1
LINC00665	LINC00665
ZFP14	ZFP14
AC092296.1	AC092296.1
AC092296.3	AC092296.3
ZFP82	ZFP82
