genes	class	species
AL357153.1	predict_gene_dot	human
AC004816.1	predict_gene_dot	human
AC004816.2	predict_gene_dot	human
AC004825.2	predict_gene_dot	human
AC004817.3	predict_gene_dot	human
AC004817.2	predict_gene_dot	human
AC004817.1	predict_gene_dot	human
AC004817.4	predict_gene_dot	human
AC005476.2	predict_gene_dot	human
AC005993.1	predict_gene_dot	human
AC004828.1	predict_gene_dot	human
AL442663.3	predict_gene_dot	human
AC004846.1	predict_gene_dot	human
AC004846.2	predict_gene_dot	human
AC005280.2	predict_gene_dot	human
AC005225.3	predict_gene_dot	human
AC005225.2	predict_gene_dot	human
AC006146.1	predict_gene_dot	human
AC005520.2	predict_gene_dot	human
AC005520.1	predict_gene_dot	human
AC005520.5	predict_gene_dot	human
AC005480.1	predict_gene_dot	human
AC005479.2	predict_gene_dot	human
AC005479.1	predict_gene_dot	human
AC013451.1	predict_gene_dot	human
AC013451.2	predict_gene_dot	human
AL049780.1	predict_gene_dot	human
AL049780.2	predict_gene_dot	human
AL691403.2	predict_gene_dot	human
AL691403.1	predict_gene_dot	human
AF111167.1	predict_gene_dot	human
AF111167.2	predict_gene_dot	human
AC007182.1	predict_gene_dot	human
AF107885.2	predict_gene_dot	human
AC016526.4	predict_gene_dot	human
AC016526.1	predict_gene_dot	human
AC008050.1	predict_gene_dot	human
AC007376.2	predict_gene_dot	human
AF111169.3	predict_gene_dot	human
AF111169.1	predict_gene_dot	human
AF111169.2	predict_gene_dot	human
AC007686.3	predict_gene_dot	human
AC007686.2	predict_gene_dot	human
AC007375.2	predict_gene_dot	human
AC007375.3	predict_gene_dot	human
AF099810.1	predict_gene_dot	human
AC009396.2	predict_gene_dot	human
AC009396.3	predict_gene_dot	human
AC009396.1	predict_gene_dot	human
AC026888.1	predict_gene_dot	human
AC022469.2	predict_gene_dot	human
AC008056.2	predict_gene_dot	human
AC008056.1	predict_gene_dot	human
AF123462.1	predict_gene_dot	human
AC007262.2	predict_gene_dot	human
AL136040.1	predict_gene_dot	human
AL355838.1	predict_gene_dot	human
AL355095.1	predict_gene_dot	human
AL359238.1	predict_gene_dot	human
AL162872.1	predict_gene_dot	human
AL357172.1	predict_gene_dot	human
AL049775.2	predict_gene_dot	human
AL049775.1	predict_gene_dot	human
AL049775.3	predict_gene_dot	human
AL358292.1	predict_gene_dot	human
AL352955.1	predict_gene_dot	human
AL157688.1	predict_gene_dot	human
AL135746.1	predict_gene_dot	human
AL359237.1	predict_gene_dot	human
AL136501.1	predict_gene_dot	human
AL157955.1	predict_gene_dot	human
AL157955.2	predict_gene_dot	human
AL133279.2	predict_gene_dot	human
AL133279.3	predict_gene_dot	human
AL133279.1	predict_gene_dot	human
AL162171.2	predict_gene_dot	human
AL162171.1	predict_gene_dot	human
AL121768.1	predict_gene_dot	human
AL137785.1	predict_gene_dot	human
AL138478.1	predict_gene_dot	human
AL357093.2	predict_gene_dot	human
AL357093.1	predict_gene_dot	human
AL356805.1	predict_gene_dot	human
AL137230.1	predict_gene_dot	human
AL512791.2	predict_gene_dot	human
AL512791.1	predict_gene_dot	human
AL096869.3	predict_gene_dot	human
AL096869.1	predict_gene_dot	human
AL096869.2	predict_gene_dot	human
AL139193.1	predict_gene_dot	human
AL139193.2	predict_gene_dot	human
AL135818.2	predict_gene_dot	human
AL133153.2	predict_gene_dot	human
AL133240.1	predict_gene_dot	human
AL117192.1	predict_gene_dot	human
AL110118.2	predict_gene_dot	human
AL132642.1	predict_gene_dot	human
AL132708.1	predict_gene_dot	human
AL049839.2	predict_gene_dot	human
AL121612.1	predict_gene_dot	human
AL390254.1	predict_gene_dot	human
AL133467.1	predict_gene_dot	human
AL133467.2	predict_gene_dot	human
AL133467.4	predict_gene_dot	human
AL139020.1	predict_gene_dot	human
AL133167.1	predict_gene_dot	human
AL355102.2	predict_gene_dot	human
AL355102.5	predict_gene_dot	human
AL355102.4	predict_gene_dot	human
AL355102.3	predict_gene_dot	human
AL163051.1	predict_gene_dot	human
AL137786.1	predict_gene_dot	human
AL049833.2	predict_gene_dot	human
AL049833.1	predict_gene_dot	human
AL355097.1	predict_gene_dot	human
AL163932.1	predict_gene_dot	human
AL132719.1	predict_gene_dot	human
AL132796.1	predict_gene_dot	human
AL132796.2	predict_gene_dot	human
AL162151.1	predict_gene_dot	human
AL109767.1	predict_gene_dot	human
AL132819.1	predict_gene_dot	human
AL110504.1	predict_gene_dot	human
AL160313.1	predict_gene_dot	human
AL160313.2	predict_gene_dot	human
AL133368.2	predict_gene_dot	human
AL157912.1	predict_gene_dot	human
AL133523.1	predict_gene_dot	human
AL157871.1	predict_gene_dot	human
AL157871.4	predict_gene_dot	human
AL157871.2	predict_gene_dot	human
AL845552.2	predict_gene_dot	human
AL132711.1	predict_gene_dot	human
AL117190.2	predict_gene_dot	human
AL117190.1	predict_gene_dot	human
AL132709.1	predict_gene_dot	human
AL359682.1	predict_gene_dot	human
AL355096.1	predict_gene_dot	human
AL049836.2	predict_gene_dot	human
AL049836.1	predict_gene_dot	human
AL137779.2	predict_gene_dot	human
AL137779.1	predict_gene_dot	human
AL118558.3	predict_gene_dot	human
AL118558.4	predict_gene_dot	human
AL132801.1	predict_gene_dot	human
AL117209.1	predict_gene_dot	human
AL161669.3	predict_gene_dot	human
AL138976.2	predict_gene_dot	human
AL133367.1	predict_gene_dot	human
AL139300.2	predict_gene_dot	human
AL139300.1	predict_gene_dot	human
AL049840.1	predict_gene_dot	human
AL049840.2	predict_gene_dot	human
AL132712.1	predict_gene_dot	human
AL132712.2	predict_gene_dot	human
AL359399.1	predict_gene_dot	human
AL590079.1	predict_gene_dot	human
AL512357.1	predict_gene_dot	human
BX927359.1	predict_gene_dot	human
AL583722.3	predict_gene_dot	human
AL583722.1	predict_gene_dot	human
AL583722.4	predict_gene_dot	human
AL583722.2	predict_gene_dot	human
AL583810.2	predict_gene_dot	human
AL583810.1	predict_gene_dot	human
AL583810.3	predict_gene_dot	human
AL928654.1	predict_gene_dot	human
AL928654.2	predict_gene_dot	human
AL928654.3	predict_gene_dot	human
AL928742.1	predict_gene_dot	human
AC246787.2	predict_gene_dot	human
AC247036.1	predict_gene_dot	human
AC244452.3	predict_gene_dot	human
AC087386.1	predict_gene_dot	human
AC026495.1	predict_gene_dot	human
AC023310.4	predict_gene_dot	human
AC012414.5	predict_gene_dot	human
AC012414.3	predict_gene_dot	human
AC012414.4	predict_gene_dot	human
AC126335.1	predict_gene_dot	human
AC068446.2	predict_gene_dot	human
AC060814.5	predict_gene_dot	human
AC060814.4	predict_gene_dot	human
AC060814.3	predict_gene_dot	human
AC135068.1	predict_gene_dot	human
AC135068.3	predict_gene_dot	human
AC135068.7	predict_gene_dot	human
AC135068.8	predict_gene_dot	human
AC135068.9	predict_gene_dot	human
AC135068.2	predict_gene_dot	human
AC134981.1	predict_gene_dot	human
AC134980.2	predict_gene_dot	human
AC134980.3	predict_gene_dot	human
AC010760.1	predict_gene_dot	human
AC126407.1	predict_gene_dot	human
AC021439.1	predict_gene_dot	human
AC087463.1	predict_gene_dot	human
AC087463.4	predict_gene_dot	human
AC087463.2	predict_gene_dot	human
AC087463.3	predict_gene_dot	human
AC124312.1	predict_gene_dot	human
AC124312.2	predict_gene_dot	human
AC124312.3	predict_gene_dot	human
AC016266.1	predict_gene_dot	human
AC100836.1	predict_gene_dot	human
AC011196.1	predict_gene_dot	human
AC104002.1	predict_gene_dot	human
AC104002.3	predict_gene_dot	human
AC021979.1	predict_gene_dot	human
AC021979.2	predict_gene_dot	human
AC090696.1	predict_gene_dot	human
AC055876.5	predict_gene_dot	human
AC127522.1	predict_gene_dot	human
AC102941.1	predict_gene_dot	human
AC022613.1	predict_gene_dot	human
AC022613.2	predict_gene_dot	human
AC111152.2	predict_gene_dot	human
AC120045.1	predict_gene_dot	human
AC026150.1	predict_gene_dot	human
AC026150.3	predict_gene_dot	human
AC091057.3	predict_gene_dot	human
AC091057.2	predict_gene_dot	human
AC091057.6	predict_gene_dot	human
AC091057.4	predict_gene_dot	human
AC009562.1	predict_gene_dot	human
AC012236.1	predict_gene_dot	human
AC139426.2	predict_gene_dot	human
AC123768.4	predict_gene_dot	human
AC123768.3	predict_gene_dot	human
AC123768.2	predict_gene_dot	human
AC123768.1	predict_gene_dot	human
AC090877.2	predict_gene_dot	human
AC055874.1	predict_gene_dot	human
AC010809.3	predict_gene_dot	human
AC010809.2	predict_gene_dot	human
AC010809.1	predict_gene_dot	human
AC079203.2	predict_gene_dot	human
AC087457.1	predict_gene_dot	human
AC114546.1	predict_gene_dot	human
AC114546.2	predict_gene_dot	human
AC021231.1	predict_gene_dot	human
AC021351.1	predict_gene_dot	human
AC040918.1	predict_gene_dot	human
AC087516.1	predict_gene_dot	human
AC087516.2	predict_gene_dot	human
AC013640.1	predict_gene_dot	human
AC078909.1	predict_gene_dot	human
AC078909.2	predict_gene_dot	human
AC068875.1	predict_gene_dot	human
AC087473.1	predict_gene_dot	human
AC116158.1	predict_gene_dot	human
AC116158.2	predict_gene_dot	human
AC022929.1	predict_gene_dot	human
AC022929.2	predict_gene_dot	human
AC013652.1	predict_gene_dot	human
AC087878.1	predict_gene_dot	human
AC113146.1	predict_gene_dot	human
AC013652.2	predict_gene_dot	human
AC109630.1	predict_gene_dot	human
AC022196.1	predict_gene_dot	human
AC037198.2	predict_gene_dot	human
AC023908.3	predict_gene_dot	human
AC012377.1	predict_gene_dot	human
AC021755.2	predict_gene_dot	human
AC021755.3	predict_gene_dot	human
AC020658.2	predict_gene_dot	human
AC013356.4	predict_gene_dot	human
AC013356.3	predict_gene_dot	human
AC013356.2	predict_gene_dot	human
AC091045.1	predict_gene_dot	human
AC012476.1	predict_gene_dot	human
AC025166.1	predict_gene_dot	human
AC020661.1	predict_gene_dot	human
AC020661.3	predict_gene_dot	human
AC020661.2	predict_gene_dot	human
AC016134.1	predict_gene_dot	human
AC073657.1	predict_gene_dot	human
AC020659.2	predict_gene_dot	human
AC020659.1	predict_gene_dot	human
AC039056.1	predict_gene_dot	human
AC036103.1	predict_gene_dot	human
AC012651.1	predict_gene_dot	human
AC018362.1	predict_gene_dot	human
AC018362.2	predict_gene_dot	human
AC090510.3	predict_gene_dot	human
AC090510.2	predict_gene_dot	human
AC090510.1	predict_gene_dot	human
AC068724.3	predict_gene_dot	human
AC068724.1	predict_gene_dot	human
AC009852.1	predict_gene_dot	human
AC011330.3	predict_gene_dot	human
AC018512.1	predict_gene_dot	human
AC090519.2	predict_gene_dot	human
AC025043.1	predict_gene_dot	human
AC025430.1	predict_gene_dot	human
AC122108.2	predict_gene_dot	human
AC122108.1	predict_gene_dot	human
AC091117.2	predict_gene_dot	human
AC091117.1	predict_gene_dot	human
AC051619.4	predict_gene_dot	human
AC051619.5	predict_gene_dot	human
AC025580.3	predict_gene_dot	human
AC025580.1	predict_gene_dot	human
AC025580.2	predict_gene_dot	human
AC090527.1	predict_gene_dot	human
AC090527.3	predict_gene_dot	human
AC090527.2	predict_gene_dot	human
AC068722.2	predict_gene_dot	human
AC068722.1	predict_gene_dot	human
AC073941.1	predict_gene_dot	human
AC023905.1	predict_gene_dot	human
AC009558.1	predict_gene_dot	human
AC012050.1	predict_gene_dot	human
AC092078.2	predict_gene_dot	human
AC092078.1	predict_gene_dot	human
AC066612.1	predict_gene_dot	human
AC066612.2	predict_gene_dot	human
AC023355.1	predict_gene_dot	human
AC084757.3	predict_gene_dot	human
AC084757.4	predict_gene_dot	human
AC084757.2	predict_gene_dot	human
AC012379.1	predict_gene_dot	human
AC091073.1	predict_gene_dot	human
AC013452.2	predict_gene_dot	human
AC022306.2	predict_gene_dot	human
AC025040.1	predict_gene_dot	human
AC022087.1	predict_gene_dot	human
AC012170.3	predict_gene_dot	human
AC012170.2	predict_gene_dot	human
AC084756.1	predict_gene_dot	human
AC012100.2	predict_gene_dot	human
AC021752.1	predict_gene_dot	human
AC020891.2	predict_gene_dot	human
AC066613.2	predict_gene_dot	human
AC066613.1	predict_gene_dot	human
AC020892.1	predict_gene_dot	human
AC020892.2	predict_gene_dot	human
AC090971.2	predict_gene_dot	human
AC090971.1	predict_gene_dot	human
AC090970.2	predict_gene_dot	human
AC023906.5	predict_gene_dot	human
AC023906.2	predict_gene_dot	human
AC023906.3	predict_gene_dot	human
AC023906.4	predict_gene_dot	human
AC025917.1	predict_gene_dot	human
AC016044.1	predict_gene_dot	human
AC084759.2	predict_gene_dot	human
AC025272.1	predict_gene_dot	human
AC012378.1	predict_gene_dot	human
AC084782.1	predict_gene_dot	human
AC084782.2	predict_gene_dot	human
AC084782.3	predict_gene_dot	human
AC090518.1	predict_gene_dot	human
AC090517.4	predict_gene_dot	human
AC010999.2	predict_gene_dot	human
AC025271.3	predict_gene_dot	human
AC025271.2	predict_gene_dot	human
AC025271.4	predict_gene_dot	human
AC090651.1	predict_gene_dot	human
AC025431.1	predict_gene_dot	human
AC018904.1	predict_gene_dot	human
AC090515.2	predict_gene_dot	human
AC090515.4	predict_gene_dot	human
AC025918.1	predict_gene_dot	human
AC092757.3	predict_gene_dot	human
AC092755.2	predict_gene_dot	human
AC009654.1	predict_gene_dot	human
AC107241.1	predict_gene_dot	human
AC009560.1	predict_gene_dot	human
AC022898.1	predict_gene_dot	human
AC012404.1	predict_gene_dot	human
AC012404.2	predict_gene_dot	human
AC107905.1	predict_gene_dot	human
AC104574.2	predict_gene_dot	human
AC104574.1	predict_gene_dot	human
AC018618.1	predict_gene_dot	human
AC009554.1	predict_gene_dot	human
AC104590.1	predict_gene_dot	human
AC126323.2	predict_gene_dot	human
AC126323.3	predict_gene_dot	human
AC126323.6	predict_gene_dot	human
AC126323.5	predict_gene_dot	human
AC032011.1	predict_gene_dot	human
AC100839.1	predict_gene_dot	human
AC100839.2	predict_gene_dot	human
AC103740.1	predict_gene_dot	human
AC103740.2	predict_gene_dot	human
AC079328.2	predict_gene_dot	human
AC087612.1	predict_gene_dot	human
AC007950.1	predict_gene_dot	human
AC007950.2	predict_gene_dot	human
AC073167.1	predict_gene_dot	human
AC015914.1	predict_gene_dot	human
AC087632.1	predict_gene_dot	human
AC100830.3	predict_gene_dot	human
AC100830.2	predict_gene_dot	human
AC100830.1	predict_gene_dot	human
AC069368.1	predict_gene_dot	human
AC103691.2	predict_gene_dot	human
AC103691.1	predict_gene_dot	human
AC013553.3	predict_gene_dot	human
AC013553.4	predict_gene_dot	human
AC011939.3	predict_gene_dot	human
AC055855.2	predict_gene_dot	human
AC055855.1	predict_gene_dot	human
AC116913.1	predict_gene_dot	human
AC110048.2	predict_gene_dot	human
AC093334.1	predict_gene_dot	human
AC087482.1	predict_gene_dot	human
AC012568.1	predict_gene_dot	human
AC016355.1	predict_gene_dot	human
AC009292.1	predict_gene_dot	human
AC107871.1	predict_gene_dot	human
AC107871.2	predict_gene_dot	human
AC027088.3	predict_gene_dot	human
AC027088.2	predict_gene_dot	human
AC026992.2	predict_gene_dot	human
AC026992.1	predict_gene_dot	human
AC027237.3	predict_gene_dot	human
AC027237.2	predict_gene_dot	human
AC100826.1	predict_gene_dot	human
AC021818.1	predict_gene_dot	human
AC026583.1	predict_gene_dot	human
AC048383.1	predict_gene_dot	human
AC009269.2	predict_gene_dot	human
AC009269.3	predict_gene_dot	human
AC108861.1	predict_gene_dot	human
AC104938.1	predict_gene_dot	human
AC022872.1	predict_gene_dot	human
AC020779.2	predict_gene_dot	human
AC009690.3	predict_gene_dot	human
AC009690.2	predict_gene_dot	human
AC009690.1	predict_gene_dot	human
AC079322.1	predict_gene_dot	human
AC100827.4	predict_gene_dot	human
AC068397.1	predict_gene_dot	human
AC068397.2	predict_gene_dot	human
AC022188.1	predict_gene_dot	human
AC018943.1	predict_gene_dot	human
AC010931.2	predict_gene_dot	human
AC010931.3	predict_gene_dot	human
AC023300.2	predict_gene_dot	human
AC090826.1	predict_gene_dot	human
AC090826.2	predict_gene_dot	human
AC012435.2	predict_gene_dot	human
AC100835.2	predict_gene_dot	human
AC100835.1	predict_gene_dot	human
AC113208.3	predict_gene_dot	human
AC068338.3	predict_gene_dot	human
AC068338.2	predict_gene_dot	human
AC105020.3	predict_gene_dot	human
AC105020.2	predict_gene_dot	human
AC105020.6	predict_gene_dot	human
AC105020.5	predict_gene_dot	human
AC105020.4	predict_gene_dot	human
AC105020.1	predict_gene_dot	human
AC019294.3	predict_gene_dot	human
AC091100.1	predict_gene_dot	human
AC027243.1	predict_gene_dot	human
AC027243.2	predict_gene_dot	human
AC090181.1	predict_gene_dot	human
AC046168.1	predict_gene_dot	human
AC046168.2	predict_gene_dot	human
AC105133.1	predict_gene_dot	human
AC104758.4	predict_gene_dot	human
AC104758.5	predict_gene_dot	human
AC104758.2	predict_gene_dot	human
AC090260.1	predict_gene_dot	human
AC090607.3	predict_gene_dot	human
AC090607.1	predict_gene_dot	human
AC090607.5	predict_gene_dot	human
AC027228.1	predict_gene_dot	human
AC027228.2	predict_gene_dot	human
AC067863.1	predict_gene_dot	human
AC011944.1	predict_gene_dot	human
AC021483.1	predict_gene_dot	human
AC021483.2	predict_gene_dot	human
AC087761.1	predict_gene_dot	human
AC016705.2	predict_gene_dot	human
AC016705.1	predict_gene_dot	human
AC108451.1	predict_gene_dot	human
AC108451.2	predict_gene_dot	human
AC023302.1	predict_gene_dot	human
AC027808.1	predict_gene_dot	human
AC027808.2	predict_gene_dot	human
AC068870.1	predict_gene_dot	human
AC068870.2	predict_gene_dot	human
AC103858.2	predict_gene_dot	human
AC109809.1	predict_gene_dot	human
AC060809.1	predict_gene_dot	human
AC023034.1	predict_gene_dot	human
AC023034.2	predict_gene_dot	human
AC104041.1	predict_gene_dot	human
AC025219.1	predict_gene_dot	human
AC245033.1	predict_gene_dot	human
AC245033.2	predict_gene_dot	human
AC105339.3	predict_gene_dot	human
AC022558.2	predict_gene_dot	human
AC024270.4	predict_gene_dot	human
AC022558.3	predict_gene_dot	human
AC024270.2	predict_gene_dot	human
AC024270.3	predict_gene_dot	human
AC103876.1	predict_gene_dot	human
AC136698.1	predict_gene_dot	human
AC243562.3	predict_gene_dot	human
AC048382.4	predict_gene_dot	human
AC048382.5	predict_gene_dot	human
AC048382.1	predict_gene_dot	human
AC048382.6	predict_gene_dot	human
AC115102.1	predict_gene_dot	human
AC087286.3	predict_gene_dot	human
AC087286.2	predict_gene_dot	human
AC087286.1	predict_gene_dot	human
AC021739.4	predict_gene_dot	human
AC021739.2	predict_gene_dot	human
AC021739.5	predict_gene_dot	human
AC021739.3	predict_gene_dot	human
AC012229.1	predict_gene_dot	human
AC016987.1	predict_gene_dot	human
AC078905.1	predict_gene_dot	human
AC020687.1	predict_gene_dot	human
AC103982.1	predict_gene_dot	human
AC013565.1	predict_gene_dot	human
AC013565.3	predict_gene_dot	human
AC124068.2	predict_gene_dot	human
AC013391.3	predict_gene_dot	human
AC013391.1	predict_gene_dot	human
AC091167.7	predict_gene_dot	human
AC091167.2	predict_gene_dot	human
AC091167.6	predict_gene_dot	human
AC091167.5	predict_gene_dot	human
AC018946.1	predict_gene_dot	human
AC103739.1	predict_gene_dot	human
AC103739.2	predict_gene_dot	human
AC021422.1	predict_gene_dot	human
AC068831.4	predict_gene_dot	human
AC068831.1	predict_gene_dot	human
AC068831.7	predict_gene_dot	human
AC068831.6	predict_gene_dot	human
AC104035.1	predict_gene_dot	human
AC107958.3	predict_gene_dot	human
AC107958.2	predict_gene_dot	human
AC116903.2	predict_gene_dot	human
AC116903.1	predict_gene_dot	human
AC090985.1	predict_gene_dot	human
AC091544.5	predict_gene_dot	human
AC091544.7	predict_gene_dot	human
AC106028.4	predict_gene_dot	human
AC106028.5	predict_gene_dot	human
AC013394.1	predict_gene_dot	human
AC112693.1	predict_gene_dot	human
AC091078.1	predict_gene_dot	human
AC091078.3	predict_gene_dot	human
AC110023.1	predict_gene_dot	human
AC103996.3	predict_gene_dot	human
AC103996.2	predict_gene_dot	human
AC009432.1	predict_gene_dot	human
AC107976.1	predict_gene_dot	human
AC087633.1	predict_gene_dot	human
AC087636.1	predict_gene_dot	human
AC104260.1	predict_gene_dot	human
AC027013.1	predict_gene_dot	human
AC015574.1	predict_gene_dot	human
AC012409.2	predict_gene_dot	human
AC024337.1	predict_gene_dot	human
AC024337.2	predict_gene_dot	human
AC012409.3	predict_gene_dot	human
AC012409.1	predict_gene_dot	human
AC012409.4	predict_gene_dot	human
AC103746.1	predict_gene_dot	human
AC087477.2	predict_gene_dot	human
AC087477.5	predict_gene_dot	human
AC087477.3	predict_gene_dot	human
AC087477.4	predict_gene_dot	human
AC020704.1	predict_gene_dot	human
AC026523.1	predict_gene_dot	human
AC024651.2	predict_gene_dot	human
AC024651.1	predict_gene_dot	human
AC022523.1	predict_gene_dot	human
AC022523.3	predict_gene_dot	human
AC015722.1	predict_gene_dot	human
AC015722.2	predict_gene_dot	human
AC118658.1	predict_gene_dot	human
AC069029.1	predict_gene_dot	human
AC036108.1	predict_gene_dot	human
AC036108.4	predict_gene_dot	human
AC036108.2	predict_gene_dot	human
AC036108.3	predict_gene_dot	human
AC015660.2	predict_gene_dot	human
AC015660.3	predict_gene_dot	human
AC015660.4	predict_gene_dot	human
AC015660.1	predict_gene_dot	human
AC090825.1	predict_gene_dot	human
AC084855.1	predict_gene_dot	human
AC084855.2	predict_gene_dot	human
AC022710.1	predict_gene_dot	human
AC027020.2	predict_gene_dot	human
AC027020.1	predict_gene_dot	human
AC087762.1	predict_gene_dot	human
AC015712.1	predict_gene_dot	human
AC015712.4	predict_gene_dot	human
AC015712.7	predict_gene_dot	human
AC015712.2	predict_gene_dot	human
AC090907.1	predict_gene_dot	human
AC090907.2	predict_gene_dot	human
AC019254.2	predict_gene_dot	human
AC019254.1	predict_gene_dot	human
AC023024.1	predict_gene_dot	human
AC090164.3	predict_gene_dot	human
AC090164.4	predict_gene_dot	human
AC140725.1	predict_gene_dot	human
Z69720.1	predict_gene_dot	human
Z69666.1	predict_gene_dot	human
Z69706.1	predict_gene_dot	human
AC004754.1	predict_gene_dot	human
AL023881.1	predict_gene_dot	human
Z97986.1	predict_gene_dot	human
AL022341.1	predict_gene_dot	human
AL022341.2	predict_gene_dot	human
Z92544.1	predict_gene_dot	human
Z97653.1	predict_gene_dot	human
AL031008.1	predict_gene_dot	human
AL031716.1	predict_gene_dot	human
AC009041.2	predict_gene_dot	human
AC009041.1	predict_gene_dot	human
AC009041.3	predict_gene_dot	human
AL031598.1	predict_gene_dot	human
AC120498.8	predict_gene_dot	human
AC120498.3	predict_gene_dot	human
AC120498.1	predict_gene_dot	human
AC120498.6	predict_gene_dot	human
AC120498.10	predict_gene_dot	human
AC120498.4	predict_gene_dot	human
AC120498.9	predict_gene_dot	human
AL031714.1	predict_gene_dot	human
AL031709.1	predict_gene_dot	human
AL032819.1	predict_gene_dot	human
AL032819.3	predict_gene_dot	human
AL031600.3	predict_gene_dot	human
AL031600.1	predict_gene_dot	human
AL031705.1	predict_gene_dot	human
AL133297.2	predict_gene_dot	human
Z97652.1	predict_gene_dot	human
AL031708.1	predict_gene_dot	human
AL031710.1	predict_gene_dot	human
AL031717.1	predict_gene_dot	human
AC005363.2	predict_gene_dot	human
AC005606.2	predict_gene_dot	human
AC005606.1	predict_gene_dot	human
AC009065.6	predict_gene_dot	human
AC009065.3	predict_gene_dot	human
AC009065.7	predict_gene_dot	human
AC009065.1	predict_gene_dot	human
AC009065.8	predict_gene_dot	human
AC009065.4	predict_gene_dot	human
AC106820.3	predict_gene_dot	human
AC106820.5	predict_gene_dot	human
AC106820.2	predict_gene_dot	human
AC093525.2	predict_gene_dot	human
AC093525.1	predict_gene_dot	human
AC093525.6	predict_gene_dot	human
AC093525.7	predict_gene_dot	human
AC093525.4	predict_gene_dot	human
AC093525.3	predict_gene_dot	human
AC141586.3	predict_gene_dot	human
AC141586.2	predict_gene_dot	human
AC092117.1	predict_gene_dot	human
AC003965.2	predict_gene_dot	human
AC003965.1	predict_gene_dot	human
AC004034.1	predict_gene_dot	human
AC004233.4	predict_gene_dot	human
AC004233.2	predict_gene_dot	human
AC004233.3	predict_gene_dot	human
AC108134.1	predict_gene_dot	human
AC108134.3	predict_gene_dot	human
AC108134.2	predict_gene_dot	human
AJ003147.1	predict_gene_dot	human
AJ003147.2	predict_gene_dot	human
AC004232.2	predict_gene_dot	human
AC025283.3	predict_gene_dot	human
AC025283.2	predict_gene_dot	human
AC004494.1	predict_gene_dot	human
AC006111.1	predict_gene_dot	human
AC006111.3	predict_gene_dot	human
AC005736.3	predict_gene_dot	human
AC009171.2	predict_gene_dot	human
AC023830.2	predict_gene_dot	human
AC023830.1	predict_gene_dot	human
AC020663.2	predict_gene_dot	human
AC026458.2	predict_gene_dot	human
AC005774.1	predict_gene_dot	human
AC093515.1	predict_gene_dot	human
AC018767.2	predict_gene_dot	human
AC018767.3	predict_gene_dot	human
AC018767.1	predict_gene_dot	human
AC074052.2	predict_gene_dot	human
AC012173.1	predict_gene_dot	human
AC022167.2	predict_gene_dot	human
AC022167.1	predict_gene_dot	human
AC022167.4	predict_gene_dot	human
AC022167.5	predict_gene_dot	human
AC022167.3	predict_gene_dot	human
AC087190.2	predict_gene_dot	human
AC087190.1	predict_gene_dot	human
AC007221.1	predict_gene_dot	human
AC007221.2	predict_gene_dot	human
AC007218.1	predict_gene_dot	human
AC007218.2	predict_gene_dot	human
AC133565.1	predict_gene_dot	human
AC131649.1	predict_gene_dot	human
AC027277.1	predict_gene_dot	human
AC007595.1	predict_gene_dot	human
AC133065.1	predict_gene_dot	human
AC007014.1	predict_gene_dot	human
AC007220.1	predict_gene_dot	human
AC009121.2	predict_gene_dot	human
AC009121.1	predict_gene_dot	human
AC099489.1	predict_gene_dot	human
AC099489.3	predict_gene_dot	human
AC007613.1	predict_gene_dot	human
AC010654.1	predict_gene_dot	human
AC007216.4	predict_gene_dot	human
AC007216.2	predict_gene_dot	human
AC007216.1	predict_gene_dot	human
AC007601.1	predict_gene_dot	human
AC007601.2	predict_gene_dot	human
AC007598.2	predict_gene_dot	human
AC010333.1	predict_gene_dot	human
AC010333.2	predict_gene_dot	human
AC010333.3	predict_gene_dot	human
AC109597.1	predict_gene_dot	human
AC109597.2	predict_gene_dot	human
AC009134.1	predict_gene_dot	human
U91319.1	predict_gene_dot	human
AC003009.1	predict_gene_dot	human
U95743.1	predict_gene_dot	human
AC010401.1	predict_gene_dot	human
AC010401.2	predict_gene_dot	human
AC130650.2	predict_gene_dot	human
AC130650.1	predict_gene_dot	human
AC040173.1	predict_gene_dot	human
AC009167.1	predict_gene_dot	human
AC136443.4	predict_gene_dot	human
AC136443.3	predict_gene_dot	human
AC138932.2	predict_gene_dot	human
AC138932.5	predict_gene_dot	human
AC126763.1	predict_gene_dot	human
AC140504.1	predict_gene_dot	human
AC026401.1	predict_gene_dot	human
AC026401.3	predict_gene_dot	human
AF001548.2	predict_gene_dot	human
AF001548.1	predict_gene_dot	human
AC130651.1	predict_gene_dot	human
AC136624.1	predict_gene_dot	human
AC136624.2	predict_gene_dot	human
AC138969.3	predict_gene_dot	human
AC138969.1	predict_gene_dot	human
AC092326.1	predict_gene_dot	human
AC109446.3	predict_gene_dot	human
AC109495.1	predict_gene_dot	human
AC025277.1	predict_gene_dot	human
AC010601.1	predict_gene_dot	human
AC091489.1	predict_gene_dot	human
AC126755.2	predict_gene_dot	human
AC126755.4	predict_gene_dot	human
AC126755.3	predict_gene_dot	human
AC136618.1	predict_gene_dot	human
AC138811.2	predict_gene_dot	human
AC138811.1	predict_gene_dot	human
AC092287.1	predict_gene_dot	human
AC099518.4	predict_gene_dot	human
AC099518.2	predict_gene_dot	human
AC099518.1	predict_gene_dot	human
AC099518.6	predict_gene_dot	human
AC099518.3	predict_gene_dot	human
AC099518.5	predict_gene_dot	human
AC130456.2	predict_gene_dot	human
