genes	class	species
AC093390.1	predict_gene_dot	human
AC018685.2	predict_gene_dot	human
AC018685.1	predict_gene_dot	human
AC011995.2	predict_gene_dot	human
AC011995.1	predict_gene_dot	human
AC019118.2	predict_gene_dot	human
AC019118.1	predict_gene_dot	human
AC114810.1	predict_gene_dot	human
AC231981.1	predict_gene_dot	human
AC108488.1	predict_gene_dot	human
AC108488.2	predict_gene_dot	human
AC010907.2	predict_gene_dot	human
AC010907.1	predict_gene_dot	human
AC012445.1	predict_gene_dot	human
AC107057.1	predict_gene_dot	human
AC010729.1	predict_gene_dot	human
AC017053.1	predict_gene_dot	human
AC017076.1	predict_gene_dot	human
AC068481.1	predict_gene_dot	human
AC010904.2	predict_gene_dot	human
AC092580.2	predict_gene_dot	human
AC007463.1	predict_gene_dot	human
U91324.1	predict_gene_dot	human
AC011747.2	predict_gene_dot	human
AC011747.1	predict_gene_dot	human
AC093904.4	predict_gene_dot	human
AC093904.3	predict_gene_dot	human
AC093904.1	predict_gene_dot	human
AC080162.1	predict_gene_dot	human
AC073195.1	predict_gene_dot	human
AC082651.1	predict_gene_dot	human
AC082651.4	predict_gene_dot	human
AC082651.3	predict_gene_dot	human
AC010969.2	predict_gene_dot	human
AC010969.1	predict_gene_dot	human
AC104794.3	predict_gene_dot	human
AC104794.2	predict_gene_dot	human
AC104794.4	predict_gene_dot	human
AC104794.1	predict_gene_dot	human
AC007240.1	predict_gene_dot	human
AC007249.2	predict_gene_dot	human
AC007249.1	predict_gene_dot	human
AC007314.1	predict_gene_dot	human
AC092687.2	predict_gene_dot	human
AC092687.3	predict_gene_dot	human
AC092687.1	predict_gene_dot	human
AC062028.1	predict_gene_dot	human
AC099344.1	predict_gene_dot	human
AC099344.2	predict_gene_dot	human
AC106875.2	predict_gene_dot	human
AC012456.1	predict_gene_dot	human
AC012456.2	predict_gene_dot	human
AC096559.1	predict_gene_dot	human
AC009486.1	predict_gene_dot	human
AC073062.1	predict_gene_dot	human
AC016730.1	predict_gene_dot	human
AC011897.1	predict_gene_dot	human
AC068286.1	predict_gene_dot	human
AC008278.2	predict_gene_dot	human
AC008278.1	predict_gene_dot	human
AC113608.2	predict_gene_dot	human
AC010145.1	predict_gene_dot	human
AC130710.1	predict_gene_dot	human
AC010745.1	predict_gene_dot	human
AC010745.2	predict_gene_dot	human
AC010745.3	predict_gene_dot	human
AC010745.5	predict_gene_dot	human
AC010745.4	predict_gene_dot	human
AC010880.1	predict_gene_dot	human
AC104623.1	predict_gene_dot	human
AC008164.1	predict_gene_dot	human
AC079148.1	predict_gene_dot	human
AC106053.1	predict_gene_dot	human
AC010096.1	predict_gene_dot	human
AC019055.1	predict_gene_dot	human
AC013400.1	predict_gene_dot	human
AC079145.1	predict_gene_dot	human
AC098828.2	predict_gene_dot	human
AC098828.3	predict_gene_dot	human
AC023137.1	predict_gene_dot	human
AC012065.1	predict_gene_dot	human
AC012065.3	predict_gene_dot	human
AC012065.4	predict_gene_dot	human
AC012361.1	predict_gene_dot	human
AC115619.1	predict_gene_dot	human
AC018742.1	predict_gene_dot	human
AC011752.1	predict_gene_dot	human
AC009411.2	predict_gene_dot	human
AC009411.1	predict_gene_dot	human
AC068490.1	predict_gene_dot	human
AC096570.1	predict_gene_dot	human
AC018467.1	predict_gene_dot	human
AC012506.1	predict_gene_dot	human
AC012506.3	predict_gene_dot	human
AC012506.2	predict_gene_dot	human
AC012506.4	predict_gene_dot	human
AC011239.1	predict_gene_dot	human
AC009242.1	predict_gene_dot	human
AC008073.3	predict_gene_dot	human
AC008073.2	predict_gene_dot	human
AC008073.1	predict_gene_dot	human
AC009228.1	predict_gene_dot	human
AC012073.1	predict_gene_dot	human
AC012074.1	predict_gene_dot	human
AC104699.1	predict_gene_dot	human
AC015977.2	predict_gene_dot	human
AC013472.2	predict_gene_dot	human
AC013472.3	predict_gene_dot	human
AC013403.2	predict_gene_dot	human
AC074117.1	predict_gene_dot	human
AC093690.1	predict_gene_dot	human
AC104695.2	predict_gene_dot	human
AC104695.3	predict_gene_dot	human
AC104695.1	predict_gene_dot	human
AC074011.1	predict_gene_dot	human
AC092164.1	predict_gene_dot	human
AC097724.1	predict_gene_dot	human
AC105398.1	predict_gene_dot	human
AC106870.2	predict_gene_dot	human
AC106870.1	predict_gene_dot	human
AC016907.2	predict_gene_dot	human
AC009305.1	predict_gene_dot	human
AL133247.1	predict_gene_dot	human
AL121652.1	predict_gene_dot	human
AL121655.1	predict_gene_dot	human
AL121658.1	predict_gene_dot	human
AL133245.1	predict_gene_dot	human
AL121656.1	predict_gene_dot	human
AC020594.1	predict_gene_dot	human
AC068599.1	predict_gene_dot	human
AC073218.2	predict_gene_dot	human
AC073218.1	predict_gene_dot	human
AC012593.1	predict_gene_dot	human
AC019064.1	predict_gene_dot	human
AC009414.2	predict_gene_dot	human
AC007378.1	predict_gene_dot	human
AC007391.1	predict_gene_dot	human
AC006369.1	predict_gene_dot	human
AC006369.2	predict_gene_dot	human
AC009229.2	predict_gene_dot	human
AC009229.3	predict_gene_dot	human
AC009229.1	predict_gene_dot	human
AC011247.1	predict_gene_dot	human
AC011247.2	predict_gene_dot	human
AC074366.1	predict_gene_dot	human
AC018693.1	predict_gene_dot	human
AC019171.1	predict_gene_dot	human
AC007388.1	predict_gene_dot	human
AC013480.1	predict_gene_dot	human
AC083949.1	predict_gene_dot	human
AC016735.1	predict_gene_dot	human
AC010883.1	predict_gene_dot	human
AC019129.2	predict_gene_dot	human
AC012354.1	predict_gene_dot	human
AC093702.1	predict_gene_dot	human
AC093833.1	predict_gene_dot	human
U51244.1	predict_gene_dot	human
AC017006.2	predict_gene_dot	human
AC017006.1	predict_gene_dot	human
AC018682.2	predict_gene_dot	human
AC018682.1	predict_gene_dot	human
AC016722.3	predict_gene_dot	human
AC016722.1	predict_gene_dot	human
AC016722.2	predict_gene_dot	human
AC093732.2	predict_gene_dot	human
AC093732.1	predict_gene_dot	human
AC073283.3	predict_gene_dot	human
AC073283.1	predict_gene_dot	human
AC106869.1	predict_gene_dot	human
AC073283.2	predict_gene_dot	human
AC138655.1	predict_gene_dot	human
AC079807.1	predict_gene_dot	human
AC092650.1	predict_gene_dot	human
AC093635.1	predict_gene_dot	human
AC073082.1	predict_gene_dot	human
AC009975.1	predict_gene_dot	human
AC009975.2	predict_gene_dot	human
AC009971.1	predict_gene_dot	human
AC009234.1	predict_gene_dot	human
AC007402.1	predict_gene_dot	human
AC139712.3	predict_gene_dot	human
AC010967.1	predict_gene_dot	human
AC010967.2	predict_gene_dot	human
AC008280.3	predict_gene_dot	human
AC092839.1	predict_gene_dot	human
AC092839.2	predict_gene_dot	human
AC093110.1	predict_gene_dot	human
AC104781.1	predict_gene_dot	human
AC012358.1	predict_gene_dot	human
AC012358.3	predict_gene_dot	human
AC015982.1	predict_gene_dot	human
AC011306.1	predict_gene_dot	human
AC007743.1	predict_gene_dot	human
AC007250.1	predict_gene_dot	human
AC007100.1	predict_gene_dot	human
AC007179.2	predict_gene_dot	human
AC007179.1	predict_gene_dot	human
AC007381.1	predict_gene_dot	human
AC009970.1	predict_gene_dot	human
AC016747.2	predict_gene_dot	human
AC016727.1	predict_gene_dot	human
AC107081.2	predict_gene_dot	human
AC018462.1	predict_gene_dot	human
AC093159.1	predict_gene_dot	human
AC092155.1	predict_gene_dot	human
AC092567.1	predict_gene_dot	human
AC009501.1	predict_gene_dot	human
AC012368.2	predict_gene_dot	human
AC012368.1	predict_gene_dot	human
AC114752.1	predict_gene_dot	human
AC114752.2	predict_gene_dot	human
AC008074.1	predict_gene_dot	human
AC008074.3	predict_gene_dot	human
AC007365.1	predict_gene_dot	human
AC012370.2	predict_gene_dot	human
AC007389.3	predict_gene_dot	human
AC007389.5	predict_gene_dot	human
AC118345.1	predict_gene_dot	human
AC092669.1	predict_gene_dot	human
AC007403.1	predict_gene_dot	human
AC023115.1	predict_gene_dot	human
AC007422.1	predict_gene_dot	human
AC007422.2	predict_gene_dot	human
AC017083.3	predict_gene_dot	human
AC017083.2	predict_gene_dot	human
AC017083.1	predict_gene_dot	human
AC015969.1	predict_gene_dot	human
AC092431.1	predict_gene_dot	human
AC016700.3	predict_gene_dot	human
AC022201.2	predict_gene_dot	human
AC022201.1	predict_gene_dot	human
AC005234.1	predict_gene_dot	human
AC007040.2	predict_gene_dot	human
AC007040.1	predict_gene_dot	human
AC007881.2	predict_gene_dot	human
AC007881.3	predict_gene_dot	human
AC007878.1	predict_gene_dot	human
AC012366.1	predict_gene_dot	human
AC092653.1	predict_gene_dot	human
AC073046.1	predict_gene_dot	human
AC073263.1	predict_gene_dot	human
AC073263.2	predict_gene_dot	human
AC006030.1	predict_gene_dot	human
AC005041.1	predict_gene_dot	human
AC005041.3	predict_gene_dot	human
AC019069.1	predict_gene_dot	human
AC104135.1	predict_gene_dot	human
AC007681.1	predict_gene_dot	human
AC007099.2	predict_gene_dot	human
AC007099.1	predict_gene_dot	human
AC005034.3	predict_gene_dot	human
AC005034.2	predict_gene_dot	human
AC005034.4	predict_gene_dot	human
AC079117.1	predict_gene_dot	human
AC084149.1	predict_gene_dot	human
AC084149.2	predict_gene_dot	human
AC012494.1	predict_gene_dot	human
AC092660.1	predict_gene_dot	human
AC010975.1	predict_gene_dot	human
AC016716.2	predict_gene_dot	human
AC008067.1	predict_gene_dot	human
AC012355.1	predict_gene_dot	human
AC079896.1	predict_gene_dot	human
AC010105.1	predict_gene_dot	human
AC106874.1	predict_gene_dot	human
AC062037.2	predict_gene_dot	human
AC105053.1	predict_gene_dot	human
AC012511.1	predict_gene_dot	human
AC009309.1	predict_gene_dot	human
AC015971.1	predict_gene_dot	human
AC133644.2	predict_gene_dot	human
AC104134.1	predict_gene_dot	human
AC062029.1	predict_gene_dot	human
AC233263.6	predict_gene_dot	human
AC233266.2	predict_gene_dot	human
AL845331.2	predict_gene_dot	human
AC103563.7	predict_gene_dot	human
AC103563.2	predict_gene_dot	human
AC092835.1	predict_gene_dot	human
AC009237.14	predict_gene_dot	human
AC009237.15	predict_gene_dot	human
AC008268.1	predict_gene_dot	human
AC012307.1	predict_gene_dot	human
AC021188.1	predict_gene_dot	human
AC013270.1	predict_gene_dot	human
AC159540.2	predict_gene_dot	human
AC159540.1	predict_gene_dot	human
AC092683.1	predict_gene_dot	human
AC092683.2	predict_gene_dot	human
AC092675.1	predict_gene_dot	human
AC109826.1	predict_gene_dot	human
AC079447.1	predict_gene_dot	human
AC092587.1	predict_gene_dot	human
AC018690.1	predict_gene_dot	human
AC092667.1	predict_gene_dot	human
AC092168.1	predict_gene_dot	human
AC016738.2	predict_gene_dot	human
AC016738.1	predict_gene_dot	human
AC007271.1	predict_gene_dot	human
AC108051.1	predict_gene_dot	human
AC073987.1	predict_gene_dot	human
AC013727.1	predict_gene_dot	human
AC013727.2	predict_gene_dot	human
AC096554.1	predict_gene_dot	human
AC068535.1	predict_gene_dot	human
AC013402.2	predict_gene_dot	human
AC013402.3	predict_gene_dot	human
AC013402.1	predict_gene_dot	human
AC068057.1	predict_gene_dot	human
AC018730.1	predict_gene_dot	human
AC010884.1	predict_gene_dot	human
AC104655.1	predict_gene_dot	human
AC012360.2	predict_gene_dot	human
AC012360.1	predict_gene_dot	human
AC012360.3	predict_gene_dot	human
AC108058.1	predict_gene_dot	human
AC010978.1	predict_gene_dot	human
AC009505.1	predict_gene_dot	human
AC018878.1	predict_gene_dot	human
AC108868.1	predict_gene_dot	human
AC016994.1	predict_gene_dot	human
AC096669.1	predict_gene_dot	human
AC074387.1	predict_gene_dot	human
AC013271.1	predict_gene_dot	human
AC112229.3	predict_gene_dot	human
AC112229.2	predict_gene_dot	human
AC226101.1	predict_gene_dot	human
AC114776.1	predict_gene_dot	human
AC108463.2	predict_gene_dot	human
AC108463.3	predict_gene_dot	human
AC068491.2	predict_gene_dot	human
AC068491.3	predict_gene_dot	human
AC017002.5	predict_gene_dot	human
AC017002.3	predict_gene_dot	human
AC017002.1	predict_gene_dot	human
AC017002.2	predict_gene_dot	human
AC012442.1	predict_gene_dot	human
AC079922.2	predict_gene_dot	human
AC016683.1	predict_gene_dot	human
AC016745.1	predict_gene_dot	human
AC016745.2	predict_gene_dot	human
AC017074.2	predict_gene_dot	human
AC017074.1	predict_gene_dot	human
AC104653.2	predict_gene_dot	human
AC104653.1	predict_gene_dot	human
AC110769.2	predict_gene_dot	human
AC110769.1	predict_gene_dot	human
AC010982.1	predict_gene_dot	human
AC009312.1	predict_gene_dot	human
AC009404.1	predict_gene_dot	human
AC009303.2	predict_gene_dot	human
AC009303.3	predict_gene_dot	human
AC093901.1	predict_gene_dot	human
AC013457.1	predict_gene_dot	human
AC013275.1	predict_gene_dot	human
AC012363.1	predict_gene_dot	human
AC012363.2	predict_gene_dot	human
AC073257.2	predict_gene_dot	human
AC073257.1	predict_gene_dot	human
AC018866.1	predict_gene_dot	human
AC017033.1	predict_gene_dot	human
AC067960.1	predict_gene_dot	human
AC079988.1	predict_gene_dot	human
AC012447.1	predict_gene_dot	human
AC062020.1	predict_gene_dot	human
AC073409.1	predict_gene_dot	human
AC079154.1	predict_gene_dot	human
AC023347.1	predict_gene_dot	human
AC012508.2	predict_gene_dot	human
AC012508.1	predict_gene_dot	human
AC068282.1	predict_gene_dot	human
AC010976.1	predict_gene_dot	human
AC010976.2	predict_gene_dot	human
AC012306.2	predict_gene_dot	human
AC012451.1	predict_gene_dot	human
AC068483.1	predict_gene_dot	human
AC018865.1	predict_gene_dot	human
AC013269.2	predict_gene_dot	human
AC013269.1	predict_gene_dot	human
AC140481.2	predict_gene_dot	human
AC140481.1	predict_gene_dot	human
AC133785.1	predict_gene_dot	human
AC009477.2	predict_gene_dot	human
AC073869.5	predict_gene_dot	human
AC073869.3	predict_gene_dot	human
AC103564.1	predict_gene_dot	human
AJ239322.2	predict_gene_dot	human
AJ239322.1	predict_gene_dot	human
AC097532.1	predict_gene_dot	human
AC097532.2	predict_gene_dot	human
AC010974.1	predict_gene_dot	human
AC016909.2	predict_gene_dot	human
AC010890.1	predict_gene_dot	human
AC011243.1	predict_gene_dot	human
AC011893.1	predict_gene_dot	human
AC068492.1	predict_gene_dot	human
AC114763.1	predict_gene_dot	human
AC114763.2	predict_gene_dot	human
AC092620.3	predict_gene_dot	human
AC092620.1	predict_gene_dot	human
AC062021.1	predict_gene_dot	human
AC016710.1	predict_gene_dot	human
AC078851.1	predict_gene_dot	human
AC013437.1	predict_gene_dot	human
AC096558.1	predict_gene_dot	human
AC096558.2	predict_gene_dot	human
AC079793.1	predict_gene_dot	human
AC092652.1	predict_gene_dot	human
AC092652.2	predict_gene_dot	human
AC079584.2	predict_gene_dot	human
AC079584.1	predict_gene_dot	human
AC016910.1	predict_gene_dot	human
AC009951.2	predict_gene_dot	human
AC023128.1	predict_gene_dot	human
AC096666.1	predict_gene_dot	human
AC092484.1	predict_gene_dot	human
AC079163.1	predict_gene_dot	human
AC062031.1	predict_gene_dot	human
AC062032.1	predict_gene_dot	human
AC009480.1	predict_gene_dot	human
AC105402.3	predict_gene_dot	human
AC007364.1	predict_gene_dot	human
AC104777.3	predict_gene_dot	human
AC104777.2	predict_gene_dot	human
AC104777.1	predict_gene_dot	human
AC023469.2	predict_gene_dot	human
AC023469.1	predict_gene_dot	human
AC018731.1	predict_gene_dot	human
AC068547.1	predict_gene_dot	human
AC079790.1	predict_gene_dot	human
AC079150.1	predict_gene_dot	human
AC009227.1	predict_gene_dot	human
AC009227.2	predict_gene_dot	human
AC061961.1	predict_gene_dot	human
AC092625.1	predict_gene_dot	human
AC074099.1	predict_gene_dot	human
AC019186.1	predict_gene_dot	human
AC013731.1	predict_gene_dot	human
AC091488.1	predict_gene_dot	human
AC005042.2	predict_gene_dot	human
AC008277.1	predict_gene_dot	human
AC009506.1	predict_gene_dot	human
AC009961.1	predict_gene_dot	human
AC009313.1	predict_gene_dot	human
AC009299.3	predict_gene_dot	human
AC009487.1	predict_gene_dot	human
AC008063.1	predict_gene_dot	human
AC008063.2	predict_gene_dot	human
AC007750.1	predict_gene_dot	human
AC011900.1	predict_gene_dot	human
AC016766.1	predict_gene_dot	human
AC019197.1	predict_gene_dot	human
AC009495.3	predict_gene_dot	human
AC009495.1	predict_gene_dot	human
AC009495.2	predict_gene_dot	human
AC010127.1	predict_gene_dot	human
AC073050.1	predict_gene_dot	human
AC016723.1	predict_gene_dot	human
AC007556.1	predict_gene_dot	human
AC093899.2	predict_gene_dot	human
AC012594.1	predict_gene_dot	human
AC007277.1	predict_gene_dot	human
AC007405.1	predict_gene_dot	human
AC007405.3	predict_gene_dot	human
AC007405.2	predict_gene_dot	human
AC104088.1	predict_gene_dot	human
AC078883.2	predict_gene_dot	human
AC078883.3	predict_gene_dot	human
AC078883.1	predict_gene_dot	human
AC106900.2	predict_gene_dot	human
AC106900.1	predict_gene_dot	human
AC016737.1	predict_gene_dot	human
AC016737.2	predict_gene_dot	human
AC010894.2	predict_gene_dot	human
AC010894.3	predict_gene_dot	human
AC010894.4	predict_gene_dot	human
AC096649.1	predict_gene_dot	human
AC093459.1	predict_gene_dot	human
AC016751.2	predict_gene_dot	human
AC016751.1	predict_gene_dot	human
AC009336.2	predict_gene_dot	human
AC009336.1	predict_gene_dot	human
AC017048.1	predict_gene_dot	human
AC017048.2	predict_gene_dot	human
AC017048.3	predict_gene_dot	human
AC092162.2	predict_gene_dot	human
AC073636.1	predict_gene_dot	human
AC074286.1	predict_gene_dot	human
AC079305.3	predict_gene_dot	human
AC079305.1	predict_gene_dot	human
AC019080.3	predict_gene_dot	human
AC019080.4	predict_gene_dot	human
AC073834.1	predict_gene_dot	human
AC012499.1	predict_gene_dot	human
AC009948.1	predict_gene_dot	human
AC009948.4	predict_gene_dot	human
AC009948.3	predict_gene_dot	human
AC010680.3	predict_gene_dot	human
AC010680.2	predict_gene_dot	human
AC010680.4	predict_gene_dot	human
AC010680.5	predict_gene_dot	human
AC010680.1	predict_gene_dot	human
AC093911.1	predict_gene_dot	human
AC009478.1	predict_gene_dot	human
AC104076.1	predict_gene_dot	human
AC068196.1	predict_gene_dot	human
AC020595.1	predict_gene_dot	human
AC013733.2	predict_gene_dot	human
AC013733.1	predict_gene_dot	human
AC009962.1	predict_gene_dot	human
AC064871.1	predict_gene_dot	human
AC021851.1	predict_gene_dot	human
AC093639.1	predict_gene_dot	human
AC096667.1	predict_gene_dot	human
AC007966.1	predict_gene_dot	human
AC017071.1	predict_gene_dot	human
AC017101.1	predict_gene_dot	human
AC007319.1	predict_gene_dot	human
AC133106.1	predict_gene_dot	human
AC013468.1	predict_gene_dot	human
AC093388.1	predict_gene_dot	human
AC108047.1	predict_gene_dot	human
AC006460.1	predict_gene_dot	human
AC005540.1	predict_gene_dot	human
AC067945.2	predict_gene_dot	human
AC092614.1	predict_gene_dot	human
AC098872.1	predict_gene_dot	human
AC098617.1	predict_gene_dot	human
AC062039.1	predict_gene_dot	human
AC013401.1	predict_gene_dot	human
AC068135.2	predict_gene_dot	human
AC010983.1	predict_gene_dot	human
AC104823.1	predict_gene_dot	human
AC064834.1	predict_gene_dot	human
AC114760.2	predict_gene_dot	human
AC020571.1	predict_gene_dot	human
AC068544.1	predict_gene_dot	human
AC013264.1	predict_gene_dot	human
AC010746.1	predict_gene_dot	human
AC011997.1	predict_gene_dot	human
AC020719.1	predict_gene_dot	human
AC019330.1	predict_gene_dot	human
AC020718.1	predict_gene_dot	human
AC016746.1	predict_gene_dot	human
AC007163.1	predict_gene_dot	human
AC005037.1	predict_gene_dot	human
AC007272.1	predict_gene_dot	human
AC069148.1	predict_gene_dot	human
AC079354.1	predict_gene_dot	human
AC079354.3	predict_gene_dot	human
AC064836.2	predict_gene_dot	human
AC064836.3	predict_gene_dot	human
AC080075.1	predict_gene_dot	human
AC009965.1	predict_gene_dot	human
AC009498.1	predict_gene_dot	human
AC016903.1	predict_gene_dot	human
AC016903.2	predict_gene_dot	human
AC007362.1	predict_gene_dot	human
AC007679.1	predict_gene_dot	human
AC007383.2	predict_gene_dot	human
AC007383.3	predict_gene_dot	human
AC010731.2	predict_gene_dot	human
AC010731.3	predict_gene_dot	human
AC008269.2	predict_gene_dot	human
AC008269.1	predict_gene_dot	human
AC007879.1	predict_gene_dot	human
AC007879.3	predict_gene_dot	human
AC007879.2	predict_gene_dot	human
AC007879.4	predict_gene_dot	human
AC009226.1	predict_gene_dot	human
AC096772.1	predict_gene_dot	human
AC007038.2	predict_gene_dot	human
AC007038.1	predict_gene_dot	human
AC108066.1	predict_gene_dot	human
AC079610.2	predict_gene_dot	human
AC079610.3	predict_gene_dot	human
AC079610.1	predict_gene_dot	human
AC068051.1	predict_gene_dot	human
AC016708.1	predict_gene_dot	human
AC072062.1	predict_gene_dot	human
AC073284.1	predict_gene_dot	human
AC012462.3	predict_gene_dot	human
AC012462.1	predict_gene_dot	human
AC012462.2	predict_gene_dot	human
AC012668.2	predict_gene_dot	human
AC012668.3	predict_gene_dot	human
AC012668.1	predict_gene_dot	human
AC122136.1	predict_gene_dot	human
AC093382.1	predict_gene_dot	human
AC012513.1	predict_gene_dot	human
AC069155.1	predict_gene_dot	human
AC098820.2	predict_gene_dot	human
AC098820.3	predict_gene_dot	human
AC073321.1	predict_gene_dot	human
AC007563.2	predict_gene_dot	human
AC007563.1	predict_gene_dot	human
AC007557.2	predict_gene_dot	human
AC007557.4	predict_gene_dot	human
AC007557.1	predict_gene_dot	human
AC007557.3	predict_gene_dot	human
AC007749.1	predict_gene_dot	human
AC010136.1	predict_gene_dot	human
AC021016.3	predict_gene_dot	human
AC012510.1	predict_gene_dot	human
AC009974.1	predict_gene_dot	human
AC097468.2	predict_gene_dot	human
AC097468.1	predict_gene_dot	human
AC097468.3	predict_gene_dot	human
AC068946.1	predict_gene_dot	human
AC068946.2	predict_gene_dot	human
AC114803.1	predict_gene_dot	human
AC053503.2	predict_gene_dot	human
AC053503.4	predict_gene_dot	human
AC053503.1	predict_gene_dot	human
AC053503.5	predict_gene_dot	human
AC009955.3	predict_gene_dot	human
AC009955.4	predict_gene_dot	human
AC009955.1	predict_gene_dot	human
AC009955.2	predict_gene_dot	human
AC009502.1	predict_gene_dot	human
AC019211.1	predict_gene_dot	human
AC093083.1	predict_gene_dot	human
AC067956.1	predict_gene_dot	human
AC093843.1	predict_gene_dot	human
AC079834.2	predict_gene_dot	human
AC068489.1	predict_gene_dot	human
AC010980.2	predict_gene_dot	human
AC097461.1	predict_gene_dot	human
AC013476.1	predict_gene_dot	human
AC013448.1	predict_gene_dot	human
AC013448.2	predict_gene_dot	human
AC073641.1	predict_gene_dot	human
AC073052.2	predict_gene_dot	human
AC016717.2	predict_gene_dot	human
AC062015.1	predict_gene_dot	human
AC010735.2	predict_gene_dot	human
AC097662.1	predict_gene_dot	human
AC064853.1	predict_gene_dot	human
AC012070.1	predict_gene_dot	human
AC009950.1	predict_gene_dot	human
AC010149.1	predict_gene_dot	human
AC012507.2	predict_gene_dot	human
AC012507.1	predict_gene_dot	human
AC012507.4	predict_gene_dot	human
AC017104.3	predict_gene_dot	human
AC019130.1	predict_gene_dot	human
AC068134.1	predict_gene_dot	human
AC068134.2	predict_gene_dot	human
AC073254.1	predict_gene_dot	human
AC013726.1	predict_gene_dot	human
AC114812.2	predict_gene_dot	human
AC005538.1	predict_gene_dot	human
AC006037.1	predict_gene_dot	human
AC122134.1	predict_gene_dot	human
AC097713.1	predict_gene_dot	human
AC114814.1	predict_gene_dot	human
AC114814.3	predict_gene_dot	human
AC064874.1	predict_gene_dot	human
AC019068.1	predict_gene_dot	human
AC093915.1	predict_gene_dot	human
AC084030.1	predict_gene_dot	human
AC105760.1	predict_gene_dot	human
AC105760.2	predict_gene_dot	human
AC107079.1	predict_gene_dot	human
AC112715.1	predict_gene_dot	human
AC112721.1	predict_gene_dot	human
AC112721.2	predict_gene_dot	human
AC104667.2	predict_gene_dot	human
AC104667.1	predict_gene_dot	human
AC012485.3	predict_gene_dot	human
AC012485.2	predict_gene_dot	human
AC016999.1	predict_gene_dot	human
AC145625.1	predict_gene_dot	human
AC062017.1	predict_gene_dot	human
AC079612.1	predict_gene_dot	human
AC079612.2	predict_gene_dot	human
AC093802.2	predict_gene_dot	human
AC093802.1	predict_gene_dot	human
AC124861.1	predict_gene_dot	human
AC011298.1	predict_gene_dot	human
AC104809.1	predict_gene_dot	human
AC093585.1	predict_gene_dot	human
AC005237.1	predict_gene_dot	human
AC005104.1	predict_gene_dot	human
AC133528.1	predict_gene_dot	human
AC114730.3	predict_gene_dot	human
AC114730.1	predict_gene_dot	human
AC114730.2	predict_gene_dot	human
AC131097.1	predict_gene_dot	human
AC131097.3	predict_gene_dot	human
AC131097.4	predict_gene_dot	human
AC131097.2	predict_gene_dot	human
AC093642.1	predict_gene_dot	human
AC066595.1	predict_gene_dot	human
AC090044.1	predict_gene_dot	human
AC087430.1	predict_gene_dot	human
AC018814.1	predict_gene_dot	human
AC024060.1	predict_gene_dot	human
AC034195.1	predict_gene_dot	human
AC018816.1	predict_gene_dot	human
AC026202.2	predict_gene_dot	human
AC026202.3	predict_gene_dot	human
AC026202.1	predict_gene_dot	human
AC087857.1	predict_gene_dot	human
AC026167.1	predict_gene_dot	human
AC069277.1	predict_gene_dot	human
AC068313.1	predict_gene_dot	human
AC018832.1	predict_gene_dot	human
AC023481.1	predict_gene_dot	human
AC034187.1	predict_gene_dot	human
AC026191.1	predict_gene_dot	human
AC022382.1	predict_gene_dot	human
AC018809.2	predict_gene_dot	human
AC022007.1	predict_gene_dot	human
AC022384.1	predict_gene_dot	human
AC018495.1	predict_gene_dot	human
AC022001.2	predict_gene_dot	human
AC022001.3	predict_gene_dot	human
AC034198.2	predict_gene_dot	human
AC090004.1	predict_gene_dot	human
AC093495.1	predict_gene_dot	human
AC093496.1	predict_gene_dot	human
AC090952.2	predict_gene_dot	human
AC090952.1	predict_gene_dot	human
AC090957.1	predict_gene_dot	human
AC090948.1	predict_gene_dot	human
AC090948.2	predict_gene_dot	human
AC090948.3	predict_gene_dot	human
AC010139.1	predict_gene_dot	human
AC091493.1	predict_gene_dot	human
AC132807.1	predict_gene_dot	human
AC132807.2	predict_gene_dot	human
AC116096.1	predict_gene_dot	human
AC099753.1	predict_gene_dot	human
AC012087.1	predict_gene_dot	human
AC092422.1	predict_gene_dot	human
AC099754.1	predict_gene_dot	human
AC114877.1	predict_gene_dot	human
AC098614.4	predict_gene_dot	human
AC098650.1	predict_gene_dot	human
AC116035.1	predict_gene_dot	human
AC112211.1	predict_gene_dot	human
AC112220.3	predict_gene_dot	human
AC112220.4	predict_gene_dot	human
AC112220.2	predict_gene_dot	human
AC123023.1	predict_gene_dot	human
AC018359.1	predict_gene_dot	human
AC011816.2	predict_gene_dot	human
AC126118.1	predict_gene_dot	human
AC097359.3	predict_gene_dot	human
AC097359.2	predict_gene_dot	human
AC116038.1	predict_gene_dot	human
AC092053.3	predict_gene_dot	human
AC092053.2	predict_gene_dot	human
AC122683.1	predict_gene_dot	human
AC099560.1	predict_gene_dot	human
AC099541.1	predict_gene_dot	human
AC009743.1	predict_gene_dot	human
AC018358.1	predict_gene_dot	human
AC006059.1	predict_gene_dot	human
AC099329.3	predict_gene_dot	human
AC099329.1	predict_gene_dot	human
AC092042.3	predict_gene_dot	human
AC092042.1	predict_gene_dot	human
AC104184.1	predict_gene_dot	human
AC006055.1	predict_gene_dot	human
AC006058.2	predict_gene_dot	human
AC006058.3	predict_gene_dot	human
AC006058.1	predict_gene_dot	human
AC104187.1	predict_gene_dot	human
AC099669.1	predict_gene_dot	human
AC124045.1	predict_gene_dot	human
AC098649.1	predict_gene_dot	human
AC098613.1	predict_gene_dot	human
AC104304.1	predict_gene_dot	human
AC109583.3	predict_gene_dot	human
AC099778.1	predict_gene_dot	human
