genes	class	species
AL157902.1	predict_gene	human
AL139420.1	predict_gene	human
AL139420.2	predict_gene	human
AL359915.2	predict_gene	human
AL359915.1	predict_gene	human
AC245008.1	predict_gene	human
AC244453.3	predict_gene	human
AC244453.2	predict_gene	human
AC244453.1	predict_gene	human
AC244021.1	predict_gene	human
AC244021.2	predict_gene	human
AL592494.1	predict_gene	human
AL592494.3	predict_gene	human
AC239859.3	predict_gene	human
AC239800.2	predict_gene	human
AC239800.3	predict_gene	human
AC239798.2	predict_gene	human
AC246680.1	predict_gene	human
AC245595.1	predict_gene	human
AC246785.3	predict_gene	human
FP700111.1	predict_gene	human
AC245014.3	predict_gene	human
AC245014.1	predict_gene	human
AC243547.1	predict_gene	human
AC243547.3	predict_gene	human
AC243547.2	predict_gene	human
AC239799.1	predict_gene	human
AC239799.2	predict_gene	human
AC243756.1	predict_gene	human
AC245407.2	predict_gene	human
AC244394.2	predict_gene	human
AC242426.2	predict_gene	human
AC241644.1	predict_gene	human
AC241644.3	predict_gene	human
AC241644.2	predict_gene	human
AC239803.2	predict_gene	human
AC239803.3	predict_gene	human
AC239809.3	predict_gene	human
AC239803.1	predict_gene	human
AC245100.6	predict_gene	human
AC245100.1	predict_gene	human
AC245100.7	predict_gene	human
AC239802.1	predict_gene	human
AC239802.2	predict_gene	human
AC239804.1	predict_gene	human
AC245297.3	predict_gene	human
AC245297.2	predict_gene	human
AC243772.2	predict_gene	human
AC239868.3	predict_gene	human
AC239868.2	predict_gene	human
AC242988.1	predict_gene	human
AL356356.1	predict_gene	human
AL590133.2	predict_gene	human
AL590133.1	predict_gene	human
AL391069.2	predict_gene	human
AL391069.4	predict_gene	human
AL391069.1	predict_gene	human
AL391069.3	predict_gene	human
AL391335.1	predict_gene	human
AL589765.1	predict_gene	human
AL589765.7	predict_gene	human
AL589765.4	predict_gene	human
AL589765.5	predict_gene	human
AL589765.6	predict_gene	human
AL450992.2	predict_gene	human
AL450992.1	predict_gene	human
AL589986.1	predict_gene	human
AL589986.2	predict_gene	human
AL161636.1	predict_gene	human
BX470102.1	predict_gene	human
AL162258.2	predict_gene	human
AL513523.4	predict_gene	human
AL513523.3	predict_gene	human
AL358472.5	predict_gene	human
AL358472.4	predict_gene	human
AL358472.3	predict_gene	human
AL358472.2	predict_gene	human
AL162591.2	predict_gene	human
AL592078.1	predict_gene	human
AL451085.1	predict_gene	human
AL451085.2	predict_gene	human
AL691442.1	predict_gene	human
AL713999.1	predict_gene	human
AC234582.1	predict_gene	human
AC234582.2	predict_gene	human
AL353807.2	predict_gene	human
AL162734.1	predict_gene	human
AL355388.2	predict_gene	human
AL355388.1	predict_gene	human
AL139130.1	predict_gene	human
AL139412.1	predict_gene	human
AL365181.1	predict_gene	human
AL365181.4	predict_gene	human
AL365181.2	predict_gene	human
AL365181.3	predict_gene	human
AL590666.2	predict_gene	human
AL590666.3	predict_gene	human
AL590666.1	predict_gene	human
AL138900.1	predict_gene	human
AL138900.3	predict_gene	human
AL138900.2	predict_gene	human
AL356276.1	predict_gene	human
AL138899.1	predict_gene	human
AL365440.2	predict_gene	human
AL513323.1	predict_gene	human
AL663023.1	predict_gene	human
AL590560.1	predict_gene	human
AL590560.2	predict_gene	human
AL121987.1	predict_gene	human
AL121987.2	predict_gene	human
AL139011.2	predict_gene	human
AL139011.1	predict_gene	human
AL138930.1	predict_gene	human
AL121985.1	predict_gene	human
AL354714.3	predict_gene	human
AL354714.1	predict_gene	human
AL591806.3	predict_gene	human
AL591806.1	predict_gene	human
AL590714.1	predict_gene	human
AL592295.4	predict_gene	human
AL592295.3	predict_gene	human
AL831711.1	predict_gene	human
AL590385.1	predict_gene	human
AL451067.1	predict_gene	human
AL359541.1	predict_gene	human
AL590408.1	predict_gene	human
AL512785.1	predict_gene	human
AL512785.2	predict_gene	human
AL596325.1	predict_gene	human
AL499616.1	predict_gene	human
AL592435.1	predict_gene	human
AL357568.1	predict_gene	human
AL390730.1	predict_gene	human
AL390730.2	predict_gene	human
AL157714.2	predict_gene	human
AL356441.1	predict_gene	human
AL451074.6	predict_gene	human
AL451074.2	predict_gene	human
AL358115.1	predict_gene	human
AL626787.1	predict_gene	human
AL390115.1	predict_gene	human
AL583804.1	predict_gene	human
AL158837.1	predict_gene	human
AL451050.2	predict_gene	human
AL359962.2	predict_gene	human
AL031733.2	predict_gene	human
Z99943.1	predict_gene	human
AL023755.1	predict_gene	human
AL022100.2	predict_gene	human
AL031275.1	predict_gene	human
AL031726.1	predict_gene	human
Z99758.1	predict_gene	human
AL021068.1	predict_gene	human
AL021940.1	predict_gene	human
AL356475.1	predict_gene	human
AL354732.1	predict_gene	human
AL162399.1	predict_gene	human
AL023495.1	predict_gene	human
Z97200.1	predict_gene	human
AL021026.1	predict_gene	human
AL445673.1	predict_gene	human
AL031599.1	predict_gene	human
Z97198.1	predict_gene	human
AL022310.1	predict_gene	human
AL645568.1	predict_gene	human
AL139142.1	predict_gene	human
AL121983.1	predict_gene	human
AL121983.2	predict_gene	human
Z99127.1	predict_gene	human
AL008626.1	predict_gene	human
Z94057.1	predict_gene	human
AL513329.1	predict_gene	human
AL590723.1	predict_gene	human
AL359265.3	predict_gene	human
AL122019.1	predict_gene	human
AL137796.1	predict_gene	human
AL449106.1	predict_gene	human
AL160286.3	predict_gene	human
AL359853.3	predict_gene	human
AL359853.1	predict_gene	human
AL359853.2	predict_gene	human
AL353708.3	predict_gene	human
AL353708.2	predict_gene	human
AL353708.1	predict_gene	human
AL390718.1	predict_gene	human
AL162431.1	predict_gene	human
AL162431.2	predict_gene	human
AL358393.1	predict_gene	human
AL161734.1	predict_gene	human
AL355482.1	predict_gene	human
AL355482.2	predict_gene	human
AL390856.1	predict_gene	human
AL590422.1	predict_gene	human
AL445228.1	predict_gene	human
AL445228.2	predict_gene	human
AL078644.2	predict_gene	human
AL133383.1	predict_gene	human
AL133553.1	predict_gene	human
AL596220.1	predict_gene	human
AL096803.3	predict_gene	human
AL596211.1	predict_gene	human
AL929288.1	predict_gene	human
AL691515.1	predict_gene	human
AL691515.2	predict_gene	human
AL591504.1	predict_gene	human
AL354771.1	predict_gene	human
AL391645.1	predict_gene	human
AL713866.1	predict_gene	human
AL359081.1	predict_gene	human
AL954650.1	predict_gene	human
AL390957.1	predict_gene	human
AL136987.1	predict_gene	human
AL136454.1	predict_gene	human
AL357793.1	predict_gene	human
AL357793.2	predict_gene	human
AL356272.1	predict_gene	human
AL513348.1	predict_gene	human
BX248415.1	predict_gene	human
AL136322.1	predict_gene	human
AL365258.1	predict_gene	human
AL157402.1	predict_gene	human
AL157402.2	predict_gene	human
AC096631.1	predict_gene	human
AC099673.1	predict_gene	human
AC097065.2	predict_gene	human
AC104461.1	predict_gene	human
AL359834.1	predict_gene	human
AL445483.1	predict_gene	human
AL358473.1	predict_gene	human
AL358473.2	predict_gene	human
AC103925.1	predict_gene	human
AC119427.1	predict_gene	human
AC096677.1	predict_gene	human
AC092800.1	predict_gene	human
AL645504.1	predict_gene	human
AL513217.1	predict_gene	human
AC099676.1	predict_gene	human
AC104463.2	predict_gene	human
AC104463.1	predict_gene	human
AC098934.4	predict_gene	human
AC105940.2	predict_gene	human
AC105940.1	predict_gene	human
AL592146.1	predict_gene	human
AL592114.3	predict_gene	human
AL606489.1	predict_gene	human
AL512306.3	predict_gene	human
AL512306.2	predict_gene	human
AL161793.1	predict_gene	human
AC093422.2	predict_gene	human
AC098936.1	predict_gene	human
AL713965.1	predict_gene	human
AC244035.1	predict_gene	human
AC244035.2	predict_gene	human
AC244034.2	predict_gene	human
AL591846.2	predict_gene	human
AL445493.3	predict_gene	human
AL445493.2	predict_gene	human
AL596218.1	predict_gene	human
AL391597.1	predict_gene	human
AL137789.1	predict_gene	human
AL137789.2	predict_gene	human
AL356275.1	predict_gene	human
AC099793.1	predict_gene	human
AC092810.3	predict_gene	human
AL023754.1	predict_gene	human
AL031316.1	predict_gene	human
AL590132.1	predict_gene	human
AC092017.3	predict_gene	human
AC105275.1	predict_gene	human
AL356310.1	predict_gene	human
AC096637.2	predict_gene	human
AC096637.1	predict_gene	human
AL445488.1	predict_gene	human
AL606468.1	predict_gene	human
AL451060.1	predict_gene	human
AL360091.3	predict_gene	human
AC092803.1	predict_gene	human
AC092803.2	predict_gene	human
AL590648.2	predict_gene	human
AL590648.3	predict_gene	human
AC104333.4	predict_gene	human
AL592402.1	predict_gene	human
AC096639.1	predict_gene	human
AC011700.1	predict_gene	human
AL606537.1	predict_gene	human
AL592287.1	predict_gene	human
AL450990.1	predict_gene	human
AL358452.1	predict_gene	human
AC093581.1	predict_gene	human
AC138024.1	predict_gene	human
AL355526.1	predict_gene	human
AL360093.1	predict_gene	human
AC096642.1	predict_gene	human
AL513283.1	predict_gene	human
AL356364.1	predict_gene	human
AL451081.1	predict_gene	human
AC096644.4	predict_gene	human
AC096644.1	predict_gene	human
AL445423.1	predict_gene	human
AL445470.1	predict_gene	human
AL360013.2	predict_gene	human
AL356108.1	predict_gene	human
AL513314.1	predict_gene	human
AL513314.2	predict_gene	human
AL592148.3	predict_gene	human
AL392172.1	predict_gene	human
AC093152.1	predict_gene	human
AL359979.2	predict_gene	human
AL359979.1	predict_gene	human
AC138393.3	predict_gene	human
AC092809.4	predict_gene	human
AL596330.1	predict_gene	human
AL391811.1	predict_gene	human
AC092811.2	predict_gene	human
AC099066.2	predict_gene	human
AL591895.1	predict_gene	human
AL117348.2	predict_gene	human
AL512343.2	predict_gene	human
AL353689.2	predict_gene	human
AL451047.1	predict_gene	human
AL136379.1	predict_gene	human
AL353593.1	predict_gene	human
AL353593.2	predict_gene	human
AL353593.3	predict_gene	human
AL670729.3	predict_gene	human
AL670729.2	predict_gene	human
AL670729.1	predict_gene	human
AL137793.2	predict_gene	human
AL137793.1	predict_gene	human
AL162595.2	predict_gene	human
AL117350.1	predict_gene	human
AL121990.1	predict_gene	human
AL136988.2	predict_gene	human
AL136988.1	predict_gene	human
AL133516.1	predict_gene	human
AL512328.1	predict_gene	human
AL118511.2	predict_gene	human
AL118511.1	predict_gene	human
AL109810.2	predict_gene	human
AL445524.1	predict_gene	human
AL353052.1	predict_gene	human
AL353052.2	predict_gene	human
AL122008.3	predict_gene	human
AL122008.4	predict_gene	human
AL355472.3	predict_gene	human
AL355472.4	predict_gene	human
AL355472.1	predict_gene	human
AL161640.1	predict_gene	human
AL160408.2	predict_gene	human
AL160408.5	predict_gene	human
AL160408.1	predict_gene	human
AL160408.4	predict_gene	human
AL160408.3	predict_gene	human
AL160408.6	predict_gene	human
AL360294.1	predict_gene	human
AL391832.1	predict_gene	human
AL391832.2	predict_gene	human
AL391832.3	predict_gene	human
AL732292.2	predict_gene	human
AL357556.4	predict_gene	human
AL139161.2	predict_gene	human
AL139161.1	predict_gene	human
AL359921.2	predict_gene	human
AL359921.1	predict_gene	human
AL359924.1	predict_gene	human
AL356010.2	predict_gene	human
AL359551.1	predict_gene	human
AC093426.1	predict_gene	human
AL356361.2	predict_gene	human
AL359918.2	predict_gene	human
AL590490.1	predict_gene	human
AL358176.1	predict_gene	human
AL365184.2	predict_gene	human
AL365184.1	predict_gene	human
AL359764.1	predict_gene	human
AL591686.2	predict_gene	human
AL591686.1	predict_gene	human
AL606534.3	predict_gene	human
AL606534.1	predict_gene	human
AL606534.2	predict_gene	human
AL591721.1	predict_gene	human
AL591885.1	predict_gene	human
AL590483.1	predict_gene	human
AL590483.2	predict_gene	human
AL645465.1	predict_gene	human
AL451007.3	predict_gene	human
AL451007.2	predict_gene	human
BX323046.1	predict_gene	human
AL356512.1	predict_gene	human
AC104462.2	predict_gene	human
AC104462.1	predict_gene	human
AC118555.1	predict_gene	human
AC092801.1	predict_gene	human
AL591848.3	predict_gene	human
AL591848.2	predict_gene	human
AL591848.4	predict_gene	human
AL390728.6	predict_gene	human
AL390728.5	predict_gene	human
AL606804.1	predict_gene	human
AL390860.1	predict_gene	human
AC118470.1	predict_gene	human
AC138089.1	predict_gene	human
AC098483.1	predict_gene	human
AL672291.1	predict_gene	human
AC079779.1	predict_gene	human
AC079779.3	predict_gene	human
AC079779.4	predict_gene	human
AC105393.2	predict_gene	human
AC105393.1	predict_gene	human
AC093326.2	predict_gene	human
AC093326.1	predict_gene	human
AC092159.2	predict_gene	human
AC092159.3	predict_gene	human
AC092159.1	predict_gene	human
AC116609.3	predict_gene	human
AC116609.2	predict_gene	human
AC116609.1	predict_gene	human
AC113607.1	predict_gene	human
AC116614.1	predict_gene	human
AC114808.1	predict_gene	human
AC114808.2	predict_gene	human
AC108462.1	predict_gene	human
AC141930.1	predict_gene	human
AC141930.3	predict_gene	human
AC141930.2	predict_gene	human
AC144450.1	predict_gene	human
AC093390.2	predict_gene	human
AC093390.1	predict_gene	human
AC018685.2	predict_gene	human
AC018685.1	predict_gene	human
AC011995.2	predict_gene	human
AC011995.1	predict_gene	human
AC019118.2	predict_gene	human
AC019118.1	predict_gene	human
AC114810.1	predict_gene	human
AC231981.1	predict_gene	human
AC108488.1	predict_gene	human
AC108488.2	predict_gene	human
AC010907.2	predict_gene	human
AC010907.1	predict_gene	human
AC012445.1	predict_gene	human
AC107057.1	predict_gene	human
AC010729.1	predict_gene	human
AC017053.1	predict_gene	human
AC017076.1	predict_gene	human
AC068481.1	predict_gene	human
AC010904.2	predict_gene	human
AC092580.2	predict_gene	human
AC007463.1	predict_gene	human
U91324.1	predict_gene	human
AC011747.2	predict_gene	human
AC011747.1	predict_gene	human
AC093904.4	predict_gene	human
AC093904.3	predict_gene	human
AC093904.1	predict_gene	human
AC080162.1	predict_gene	human
AC073195.1	predict_gene	human
AC082651.1	predict_gene	human
AC082651.4	predict_gene	human
AC082651.3	predict_gene	human
AC010969.2	predict_gene	human
AC010969.1	predict_gene	human
AC104794.3	predict_gene	human
AC104794.2	predict_gene	human
AC104794.4	predict_gene	human
AC104794.1	predict_gene	human
AC007240.1	predict_gene	human
AC007249.2	predict_gene	human
AC007249.1	predict_gene	human
AC007314.1	predict_gene	human
AC092687.2	predict_gene	human
AC092687.3	predict_gene	human
AC092687.1	predict_gene	human
AC062028.1	predict_gene	human
AC099344.1	predict_gene	human
AC099344.2	predict_gene	human
AC106875.2	predict_gene	human
AC012456.1	predict_gene	human
AC012456.2	predict_gene	human
AC096559.1	predict_gene	human
AC009486.1	predict_gene	human
AC073062.1	predict_gene	human
AC016730.1	predict_gene	human
AC011897.1	predict_gene	human
AC068286.1	predict_gene	human
AC008278.2	predict_gene	human
AC008278.1	predict_gene	human
AC113608.2	predict_gene	human
AC010145.1	predict_gene	human
AC130710.1	predict_gene	human
AC010745.1	predict_gene	human
