genes	class	species
AC005224.3	predict_gene	human
AC022816.1	predict_gene	human
AC013248.1	predict_gene	human
AC005863.1	predict_gene	human
AC005772.1	predict_gene	human
AC005703.3	predict_gene	human
AC005703.1	predict_gene	human
AC005703.2	predict_gene	human
AC005703.4	predict_gene	human
AC005838.2	predict_gene	human
AC005324.3	predict_gene	human
AC005324.5	predict_gene	human
AC005324.4	predict_gene	human
AC005324.1	predict_gene	human
AC005324.2	predict_gene	human
AC015922.3	predict_gene	human
AC015922.4	predict_gene	human
AC002553.2	predict_gene	human
AC002553.1	predict_gene	human
AC093484.3	predict_gene	human
AC093484.2	predict_gene	human
AC093484.4	predict_gene	human
AC098850.2	predict_gene	human
AC098850.3	predict_gene	human
AC098850.1	predict_gene	human
AC022596.1	predict_gene	human
AC022596.2	predict_gene	human
AC104024.1	predict_gene	human
AC104024.2	predict_gene	human
AC055811.1	predict_gene	human
AC055811.2	predict_gene	human
AC055811.3	predict_gene	human
AC020558.2	predict_gene	human
AC020558.1	predict_gene	human
AC122129.1	predict_gene	human
AC087164.1	predict_gene	human
AC127537.1	predict_gene	human
AL353997.2	predict_gene	human
AC107982.3	predict_gene	human
AC107982.2	predict_gene	human
AC090286.1	predict_gene	human
AC007952.3	predict_gene	human
AC007952.7	predict_gene	human
AC007952.4	predict_gene	human
AC007952.6	predict_gene	human
AC007952.1	predict_gene	human
AC007952.5	predict_gene	human
AC007952.8	predict_gene	human
AC106017.1	predict_gene	human
AC106017.2	predict_gene	human
AC124066.1	predict_gene	human
AC004448.3	predict_gene	human
AC004448.2	predict_gene	human
AC004448.1	predict_gene	human
AC025627.1	predict_gene	human
AC115989.2	predict_gene	human
AC005722.2	predict_gene	human
AC005722.3	predict_gene	human
AC015726.2	predict_gene	human
AC015726.1	predict_gene	human
AC005730.2	predict_gene	human
AC004702.1	predict_gene	human
AC015818.8	predict_gene	human
AC015818.2	predict_gene	human
AC015818.9	predict_gene	human
AC015818.4	predict_gene	human
AC126365.1	predict_gene	human
AC090774.3	predict_gene	human
AC107926.1	predict_gene	human
AC087393.2	predict_gene	human
AC087294.1	predict_gene	human
AC068418.2	predict_gene	human
AC068418.1	predict_gene	human
AC233702.5	predict_gene	human
AC233702.7	predict_gene	human
AC138761.3	predict_gene	human
AC209154.2	predict_gene	human
AC132825.3	predict_gene	human
AC132825.2	predict_gene	human
AC131274.1	predict_gene	human
AC131274.4	predict_gene	human
AC069061.2	predict_gene	human
AC129926.1	predict_gene	human
AC026254.2	predict_gene	human
AC015688.4	predict_gene	human
AC015688.6	predict_gene	human
AC005697.1	predict_gene	human
AC005697.2	predict_gene	human
AC061975.7	predict_gene	human
AC061975.6	predict_gene	human
AC061975.4	predict_gene	human
AC061975.1	predict_gene	human
AC002094.2	predict_gene	human
AC002094.3	predict_gene	human
AC015917.2	predict_gene	human
AC005726.1	predict_gene	human
AC005726.4	predict_gene	human
AC005726.5	predict_gene	human
AC005726.2	predict_gene	human
AC010761.3	predict_gene	human
AC010761.1	predict_gene	human
AC010761.6	predict_gene	human
AC010761.2	predict_gene	human
AC010761.4	predict_gene	human
AC010761.5	predict_gene	human
AC024267.1	predict_gene	human
AC024267.3	predict_gene	human
AC024267.6	predict_gene	human
AC024267.4	predict_gene	human
AC024267.5	predict_gene	human
AC024619.2	predict_gene	human
AC024619.3	predict_gene	human
AC068025.2	predict_gene	human
AC068025.1	predict_gene	human
AC104564.4	predict_gene	human
AC104564.1	predict_gene	human
AC023389.1	predict_gene	human
AC104982.1	predict_gene	human
AC104996.1	predict_gene	human
AC104984.2	predict_gene	human
AC104984.3	predict_gene	human
AC104984.6	predict_gene	human
AC104984.1	predict_gene	human
AC104984.4	predict_gene	human
AC011840.3	predict_gene	human
AC011840.5	predict_gene	human
AC011840.2	predict_gene	human
AC127024.3	predict_gene	human
AC127024.2	predict_gene	human
AC127024.5	predict_gene	human
AC127024.6	predict_gene	human
AC130324.2	predict_gene	human
AC130324.1	predict_gene	human
AC130324.3	predict_gene	human
AC138207.1	predict_gene	human
AC138207.5	predict_gene	human
AC138207.7	predict_gene	human
AC138207.2	predict_gene	human
AC134669.1	predict_gene	human
AC003101.2	predict_gene	human
AC003101.1	predict_gene	human
AC007923.4	predict_gene	human
AC007923.1	predict_gene	human
AC004253.2	predict_gene	human
AC004253.1	predict_gene	human
AC116407.2	predict_gene	human
AC116407.1	predict_gene	human
AC026620.1	predict_gene	human
AC005899.3	predict_gene	human
AC005899.6	predict_gene	human
AC005899.7	predict_gene	human
AC005899.5	predict_gene	human
AC005899.8	predict_gene	human
AC005899.1	predict_gene	human
AC079336.5	predict_gene	human
AC079336.4	predict_gene	human
AC025211.1	predict_gene	human
AC084809.1	predict_gene	human
AC084809.2	predict_gene	human
AC008133.1	predict_gene	human
AC011824.4	predict_gene	human
AC011824.2	predict_gene	human
AC011824.1	predict_gene	human
AC024614.1	predict_gene	human
AC024614.2	predict_gene	human
AC024614.4	predict_gene	human
AC024610.2	predict_gene	human
AC024610.1	predict_gene	human
AC004147.3	predict_gene	human
AC004147.2	predict_gene	human
AC005549.1	predict_gene	human
AC011193.1	predict_gene	human
AC005552.1	predict_gene	human
AC022903.1	predict_gene	human
AC004223.3	predict_gene	human
AC004223.4	predict_gene	human
AC004223.2	predict_gene	human
AC022916.4	predict_gene	human
AC022916.1	predict_gene	human
AC022706.1	predict_gene	human
AC060766.6	predict_gene	human
AC060766.4	predict_gene	human
AC015911.5	predict_gene	human
AC015911.2	predict_gene	human
AC015911.6	predict_gene	human
AC015911.9	predict_gene	human
AC015849.2	predict_gene	human
AC015849.3	predict_gene	human
AC015849.1	predict_gene	human
AC015849.5	predict_gene	human
AC244100.2	predict_gene	human
AC244100.3	predict_gene	human
AC244100.4	predict_gene	human
AC243829.4	predict_gene	human
AC243829.2	predict_gene	human
AC243829.1	predict_gene	human
AC243829.5	predict_gene	human
AC243830.2	predict_gene	human
AC243830.3	predict_gene	human
AC243830.1	predict_gene	human
AC243773.1	predict_gene	human
AC244093.5	predict_gene	human
AC243654.1	predict_gene	human
AC243585.2	predict_gene	human
AC243571.2	predict_gene	human
AC243585.1	predict_gene	human
AC243571.1	predict_gene	human
AC006449.1	predict_gene	human
AC006449.6	predict_gene	human
AC006449.2	predict_gene	human
AC006449.3	predict_gene	human
AC006449.5	predict_gene	human
AC006441.1	predict_gene	human
AC006441.3	predict_gene	human
AC006441.4	predict_gene	human
AC004408.1	predict_gene	human
AC005288.1	predict_gene	human
AC009283.1	predict_gene	human
AC087491.1	predict_gene	human
AC090844.2	predict_gene	human
AC090844.3	predict_gene	human
AC080112.1	predict_gene	human
AC004585.1	predict_gene	human
AC073508.2	predict_gene	human
AC073508.3	predict_gene	human
AC090283.1	predict_gene	human
AC004231.3	predict_gene	human
AC004231.1	predict_gene	human
AC003958.2	predict_gene	human
AC019349.1	predict_gene	human
AC125257.2	predict_gene	human
AC099811.2	predict_gene	human
AC099811.3	predict_gene	human
AC099811.4	predict_gene	human
AC067852.2	predict_gene	human
AC100793.2	predict_gene	human
AC100793.3	predict_gene	human
AC100793.4	predict_gene	human
AC060780.1	predict_gene	human
AC068675.1	predict_gene	human
AC004149.1	predict_gene	human
AC003098.1	predict_gene	human
AC007993.3	predict_gene	human
AC007993.2	predict_gene	human
AC023855.1	predict_gene	human
AC004596.1	predict_gene	human
AC003102.1	predict_gene	human
AC003043.2	predict_gene	human
AC003043.1	predict_gene	human
AC091152.2	predict_gene	human
AC005180.2	predict_gene	human
AC005180.1	predict_gene	human
AC015936.1	predict_gene	human
AC015936.2	predict_gene	human
AC142472.1	predict_gene	human
AC138150.1	predict_gene	human
AC138150.2	predict_gene	human
AC008105.3	predict_gene	human
AC008105.1	predict_gene	human
AC003070.2	predict_gene	human
AC003070.1	predict_gene	human
AC091132.2	predict_gene	human
AC091132.1	predict_gene	human
AC091132.5	predict_gene	human
AC217774.1	predict_gene	human
AC217774.2	predict_gene	human
CR936218.2	predict_gene	human
CR936218.1	predict_gene	human
AC005670.1	predict_gene	human
AC005670.2	predict_gene	human
AC002558.2	predict_gene	human
AC068234.1	predict_gene	human
AC068234.3	predict_gene	human
AC068234.2	predict_gene	human
AC040934.1	predict_gene	human
AC025682.1	predict_gene	human
AC015674.1	predict_gene	human
AC018521.3	predict_gene	human
AC018521.7	predict_gene	human
AC018521.6	predict_gene	human
AC018521.2	predict_gene	human
AC018521.4	predict_gene	human
AC004477.2	predict_gene	human
AC004477.3	predict_gene	human
AC090627.1	predict_gene	human
AC036222.1	predict_gene	human
AC103702.2	predict_gene	human
AC091179.1	predict_gene	human
AC091133.1	predict_gene	human
AC091133.2	predict_gene	human
AC091133.3	predict_gene	human
AC091180.2	predict_gene	human
AC091180.5	predict_gene	human
AC091180.4	predict_gene	human
AC091180.3	predict_gene	human
AC006487.1	predict_gene	human
AC006487.2	predict_gene	human
AC015795.1	predict_gene	human
AC027801.4	predict_gene	human
AC027801.1	predict_gene	human
AC027801.3	predict_gene	human
AC009720.2	predict_gene	human
AC009720.1	predict_gene	human
AC002401.4	predict_gene	human
AC002401.3	predict_gene	human
AC002401.2	predict_gene	human
AC002401.1	predict_gene	human
AC015909.2	predict_gene	human
AC015909.3	predict_gene	human
AC015909.1	predict_gene	human
AC015909.4	predict_gene	human
AC004707.1	predict_gene	human
AC021491.4	predict_gene	human
AC021491.1	predict_gene	human
AC021491.3	predict_gene	human
AC004590.1	predict_gene	human
AC005921.2	predict_gene	human
AC091062.1	predict_gene	human
AC005920.4	predict_gene	human
AC005920.1	predict_gene	human
AC005920.3	predict_gene	human
AC005920.2	predict_gene	human
AC005823.2	predict_gene	human
AC005823.1	predict_gene	human
AC007485.1	predict_gene	human
AC007638.2	predict_gene	human
AC007638.1	predict_gene	human
AC090618.1	predict_gene	human
AC015912.1	predict_gene	human
AC015912.3	predict_gene	human
AC004584.1	predict_gene	human
AC007114.1	predict_gene	human
AC007114.2	predict_gene	human
AC007431.2	predict_gene	human
AC007431.1	predict_gene	human
AC015845.2	predict_gene	human
AC015845.1	predict_gene	human
AC015813.4	predict_gene	human
AC015813.2	predict_gene	human
AC015813.1	predict_gene	human
AC015813.3	predict_gene	human
AC005962.1	predict_gene	human
AC004687.1	predict_gene	human
AC011195.2	predict_gene	human
AC025521.1	predict_gene	human
AC099850.1	predict_gene	human
AC099850.2	predict_gene	human
AC099850.3	predict_gene	human
AC091059.1	predict_gene	human
AC091271.1	predict_gene	human
AC005702.1	predict_gene	human
AC025048.4	predict_gene	human
AC025048.1	predict_gene	human
AC011921.1	predict_gene	human
AC005884.1	predict_gene	human
AC005884.2	predict_gene	human
AC005856.1	predict_gene	human
AC005746.3	predict_gene	human
AC005746.2	predict_gene	human
AC005901.1	predict_gene	human
AC080038.2	predict_gene	human
AC080038.1	predict_gene	human
AC005821.1	predict_gene	human
AC068512.1	predict_gene	human
AC005972.4	predict_gene	human
AC005972.1	predict_gene	human
AC006270.1	predict_gene	human
AC015923.1	predict_gene	human
AC005828.2	predict_gene	human
AC005828.1	predict_gene	human
AC005828.3	predict_gene	human
AC005828.4	predict_gene	human
AC005828.5	predict_gene	human
AC113554.1	predict_gene	human
AC046185.1	predict_gene	human
AC127029.2	predict_gene	human
AC103810.2	predict_gene	human
AC103810.5	predict_gene	human
AC037487.1	predict_gene	human
AC037487.2	predict_gene	human
AC004805.1	predict_gene	human
AC005544.1	predict_gene	human
AC005544.2	predict_gene	human
AC007448.2	predict_gene	human
AC007448.3	predict_gene	human
AC134407.1	predict_gene	human
AC145343.1	predict_gene	human
AC005332.7	predict_gene	human
AC005332.4	predict_gene	human
AC005332.6	predict_gene	human
AC005332.8	predict_gene	human
AC005332.3	predict_gene	human
AC005332.5	predict_gene	human
AC005332.1	predict_gene	human
AC079210.1	predict_gene	human
AC011591.1	predict_gene	human
AC002546.1	predict_gene	human
AC005208.1	predict_gene	human
AC011990.1	predict_gene	human
AC007423.1	predict_gene	human
AC118653.1	predict_gene	human
AC005144.1	predict_gene	human
AC007639.1	predict_gene	human
AC080037.1	predict_gene	human
AC011120.1	predict_gene	human
AC097641.2	predict_gene	human
AC124804.1	predict_gene	human
AC032019.1	predict_gene	human
AC032019.2	predict_gene	human
AC125421.1	predict_gene	human
AC125421.2	predict_gene	human
AC137735.1	predict_gene	human
AC100786.1	predict_gene	human
AC100786.2	predict_gene	human
AC103809.1	predict_gene	human
AC064805.1	predict_gene	human
AC064805.2	predict_gene	human
AC016888.1	predict_gene	human
AC022211.2	predict_gene	human
AC011933.4	predict_gene	human
AC011933.3	predict_gene	human
AC087749.2	predict_gene	human
AC087749.1	predict_gene	human
AC087289.1	predict_gene	human
AC087289.5	predict_gene	human
AC087289.2	predict_gene	human
AC087289.3	predict_gene	human
AC087289.4	predict_gene	human
AC015802.4	predict_gene	human
AC015802.6	predict_gene	human
AC015802.1	predict_gene	human
AC005837.1	predict_gene	human
AC005837.3	predict_gene	human
AC005837.2	predict_gene	human
AC016168.1	predict_gene	human
AC068594.1	predict_gene	human
AC068594.2	predict_gene	human
AC111182.1	predict_gene	human
AC111170.1	predict_gene	human
AC021683.3	predict_gene	human
AC021683.2	predict_gene	human
AC021683.1	predict_gene	human
AC087645.4	predict_gene	human
AC087645.2	predict_gene	human
AC061992.1	predict_gene	human
AC022966.1	predict_gene	human
AC100788.1	predict_gene	human
AC021534.1	predict_gene	human
AC100791.2	predict_gene	human
AC100791.1	predict_gene	human
AC100791.3	predict_gene	human
AC116025.1	predict_gene	human
AC087741.2	predict_gene	human
AC087741.1	predict_gene	human
AC124319.3	predict_gene	human
AC124319.2	predict_gene	human
AC120024.1	predict_gene	human
AC016245.1	predict_gene	human
AC127496.3	predict_gene	human
AC127496.4	predict_gene	human
AC127496.1	predict_gene	human
AC127496.6	predict_gene	human
AC127496.5	predict_gene	human
AC127496.2	predict_gene	human
AC115099.1	predict_gene	human
AC027601.2	predict_gene	human
AC027601.1	predict_gene	human
AC027601.4	predict_gene	human
AC027601.3	predict_gene	human
AC110285.6	predict_gene	human
AC110285.3	predict_gene	human
AC110285.1	predict_gene	human
AC110285.5	predict_gene	human
AC110285.2	predict_gene	human
AC110285.4	predict_gene	human
AC139149.1	predict_gene	human
AC139530.3	predict_gene	human
AC139530.1	predict_gene	human
AC139530.2	predict_gene	human
AC145207.3	predict_gene	human
AC145207.2	predict_gene	human
AC145207.5	predict_gene	human
AC145207.6	predict_gene	human
AC145207.8	predict_gene	human
AC145207.4	predict_gene	human
AC145207.1	predict_gene	human
AC145207.7	predict_gene	human
AC137723.1	predict_gene	human
AC129510.1	predict_gene	human
AC129510.2	predict_gene	human
AC132872.2	predict_gene	human
AC132872.3	predict_gene	human
AC132872.1	predict_gene	human
AC132938.1	predict_gene	human
AC132938.3	predict_gene	human
AC124283.2	predict_gene	human
AC124283.1	predict_gene	human
AC024361.2	predict_gene	human
AC024361.3	predict_gene	human
AC068014.1	predict_gene	human
AC087222.1	predict_gene	human
AC130371.1	predict_gene	human
AC130371.2	predict_gene	human
AC144831.1	predict_gene	human
AC139099.2	predict_gene	human
AC139099.3	predict_gene	human
AC139099.1	predict_gene	human
AP005530.1	predict_gene	human
AP001005.3	predict_gene	human
AP000845.1	predict_gene	human
AP000915.1	predict_gene	human
AP001178.3	predict_gene	human
AP001178.2	predict_gene	human
AP001020.3	predict_gene	human
AP001020.1	predict_gene	human
AP000894.4	predict_gene	human
AP000894.3	predict_gene	human
AP005328.2	predict_gene	human
AP005328.1	predict_gene	human
AC008109.1	predict_gene	human
AC019183.1	predict_gene	human
AP005057.1	predict_gene	human
AP005230.1	predict_gene	human
AP001011.1	predict_gene	human
AP000919.4	predict_gene	human
AP000919.2	predict_gene	human
AP000919.3	predict_gene	human
AP005329.2	predict_gene	human
AP005329.3	predict_gene	human
AP005329.1	predict_gene	human
AP001025.1	predict_gene	human
AP002478.1	predict_gene	human
AP005203.1	predict_gene	human
AP005380.1	predict_gene	human
AP001496.2	predict_gene	human
AP001496.1	predict_gene	human
AP005671.1	predict_gene	human
AP005059.2	predict_gene	human
AP005059.1	predict_gene	human
AP005433.1	predict_gene	human
AP001021.1	predict_gene	human
AP001021.2	predict_gene	human
AP005202.2	predict_gene	human
AP005205.1	predict_gene	human
AP005205.2	predict_gene	human
AP005210.1	predict_gene	human
AP002409.1	predict_gene	human
AP005062.1	predict_gene	human
AP000897.2	predict_gene	human
AP001094.3	predict_gene	human
AP001094.1	predict_gene	human
AP001793.2	predict_gene	human
AP005899.1	predict_gene	human
AP001033.1	predict_gene	human
AP005432.2	predict_gene	human
AP001381.1	predict_gene	human
AC006238.1	predict_gene	human
AP005271.1	predict_gene	human
AP005209.1	predict_gene	human
AP006219.1	predict_gene	human
AP001099.1	predict_gene	human
AP001180.2	predict_gene	human
AP001180.1	predict_gene	human
AP001180.4	predict_gene	human
AP005120.1	predict_gene	human
AP005229.1	predict_gene	human
AP005229.2	predict_gene	human
AP001109.1	predict_gene	human
AP001120.2	predict_gene	human
AP001120.1	predict_gene	human
AP005137.1	predict_gene	human
AP005137.2	predict_gene	human
AP001269.4	predict_gene	human
AP001269.2	predict_gene	human
AP001269.1	predict_gene	human
AP001542.3	predict_gene	human
AP002414.5	predict_gene	human
AP005264.4	predict_gene	human
AP005264.3	predict_gene	human
AP005264.1	predict_gene	human
AP001029.1	predict_gene	human
AP001029.2	predict_gene	human
AP005482.2	predict_gene	human
AP005482.1	predict_gene	human
AP002449.1	predict_gene	human
AP001198.2	predict_gene	human
AP001198.1	predict_gene	human
AP002505.1	predict_gene	human
AP002439.1	predict_gene	human
AP005131.5	predict_gene	human
AP005131.2	predict_gene	human
AP005131.1	predict_gene	human
AP005131.3	predict_gene	human
AP001010.1	predict_gene	human
AC006557.1	predict_gene	human
AC006557.3	predict_gene	human
AP006565.1	predict_gene	human
AP005121.1	predict_gene	human
AP005121.2	predict_gene	human
AP005242.3	predict_gene	human
AP005242.1	predict_gene	human
AP005901.2	predict_gene	human
AC022809.1	predict_gene	human
AC015878.1	predict_gene	human
AC106037.2	predict_gene	human
AC103987.2	predict_gene	human
AC091043.1	predict_gene	human
AC091588.1	predict_gene	human
AC091588.3	predict_gene	human
AC091588.2	predict_gene	human
AC027449.1	predict_gene	human
AC090912.1	predict_gene	human
AC090912.2	predict_gene	human
AC011731.1	predict_gene	human
AC010754.1	predict_gene	human
AC090772.2	predict_gene	human
AC090772.1	predict_gene	human
AC090772.3	predict_gene	human
AC023983.1	predict_gene	human
AC023983.2	predict_gene	human
AC007922.1	predict_gene	human
AC007922.3	predict_gene	human
AC022884.1	predict_gene	human
AC018697.1	predict_gene	human
AC104961.1	predict_gene	human
AC110603.1	predict_gene	human
AC012588.1	predict_gene	human
AC018371.1	predict_gene	human
AC090403.1	predict_gene	human
AC021382.1	predict_gene	human
AC068408.1	predict_gene	human
AC110015.1	predict_gene	human
AC023932.1	predict_gene	human
AC074237.1	predict_gene	human
AC117569.1	predict_gene	human
AC090506.1	predict_gene	human
AC016382.1	predict_gene	human
AC012417.1	predict_gene	human
AC021549.1	predict_gene	human
AC017100.1	predict_gene	human
AC022960.1	predict_gene	human
AC009831.1	predict_gene	human
AC011825.4	predict_gene	human
AC011825.2	predict_gene	human
AC015563.2	predict_gene	human
AC021224.1	predict_gene	human
AC025887.2	predict_gene	human
AC025887.1	predict_gene	human
AC012123.1	predict_gene	human
AC090371.2	predict_gene	human
AC090371.1	predict_gene	human
AC091198.1	predict_gene	human
AC104985.1	predict_gene	human
AC104985.2	predict_gene	human
AC022601.1	predict_gene	human
AC068506.1	predict_gene	human
AC015967.1	predict_gene	human
AC011815.2	predict_gene	human
AC011815.1	predict_gene	human
AC116447.1	predict_gene	human
AC007998.4	predict_gene	human
AC007998.3	predict_gene	human
AC007998.2	predict_gene	human
AC090229.1	predict_gene	human
AC118757.1	predict_gene	human
AC023043.1	predict_gene	human
AC016493.1	predict_gene	human
AC015961.1	predict_gene	human
AC015961.2	predict_gene	human
AC090386.1	predict_gene	human
AC100781.1	predict_gene	human
AC016205.1	predict_gene	human
AC011139.1	predict_gene	human
AC021504.1	predict_gene	human
AC120049.1	predict_gene	human
AC090376.1	predict_gene	human
AC023421.2	predict_gene	human
AC090241.3	predict_gene	human
AC012254.1	predict_gene	human
AC012254.3	predict_gene	human
AC012254.2	predict_gene	human
AC102797.1	predict_gene	human
AC120349.1	predict_gene	human
AC048380.1	predict_gene	human
AC093567.1	predict_gene	human
AC114684.1	predict_gene	human
AC016866.1	predict_gene	human
AC016866.2	predict_gene	human
AC044840.1	predict_gene	human
AC100778.3	predict_gene	human
AC091170.1	predict_gene	human
AC090227.2	predict_gene	human
AC090227.1	predict_gene	human
AC105227.1	predict_gene	human
AC091551.1	predict_gene	human
AC016383.1	predict_gene	human
AC103949.1	predict_gene	human
AC093462.1	predict_gene	human
AC007673.1	predict_gene	human
AC098848.1	predict_gene	human
AC022031.2	predict_gene	human
AC022031.1	predict_gene	human
AC009271.1	predict_gene	human
AC006305.1	predict_gene	human
AC006305.2	predict_gene	human
AC006305.3	predict_gene	human
AC012301.1	predict_gene	human
AC100775.1	predict_gene	human
AC090340.1	predict_gene	human
AC100847.1	predict_gene	human
AC027097.1	predict_gene	human
AC027097.2	predict_gene	human
AC107896.1	predict_gene	human
AC090236.1	predict_gene	human
AC105105.2	predict_gene	human
AC105105.4	predict_gene	human
AC105105.1	predict_gene	human
AC104971.2	predict_gene	human
AC104971.3	predict_gene	human
AC104365.1	predict_gene	human
AC104365.3	predict_gene	human
AC104365.2	predict_gene	human
AC040963.1	predict_gene	human
AC016229.2	predict_gene	human
AC016229.1	predict_gene	human
AC090213.1	predict_gene	human
AC010776.1	predict_gene	human
AC010776.2	predict_gene	human
AC010776.3	predict_gene	human
AC090377.1	predict_gene	human
AC090771.2	predict_gene	human
AC090621.1	predict_gene	human
AC113137.1	predict_gene	human
AC090409.2	predict_gene	human
AC090409.1	predict_gene	human
AC105094.2	predict_gene	human
AC105094.1	predict_gene	human
AC027514.2	predict_gene	human
AC100843.1	predict_gene	human
AC064801.1	predict_gene	human
AC022726.2	predict_gene	human
AC036176.1	predict_gene	human
AC009802.1	predict_gene	human
AC100848.1	predict_gene	human
AC007948.1	predict_gene	human
AC007631.1	predict_gene	human
AC090358.1	predict_gene	human
AC023394.1	predict_gene	human
AC110597.1	predict_gene	human
AC110597.3	predict_gene	human
AC114689.3	predict_gene	human
AC022655.1	predict_gene	human
AC100844.1	predict_gene	human
AC068112.1	predict_gene	human
AC005909.1	predict_gene	human
AC022035.1	predict_gene	human
AC096708.2	predict_gene	human
AC090337.1	predict_gene	human
AC026585.1	predict_gene	human
AC119868.2	predict_gene	human
AC068254.1	predict_gene	human
AC090415.2	predict_gene	human
AC091691.2	predict_gene	human
AC027458.1	predict_gene	human
AC069114.1	predict_gene	human
AC091138.1	predict_gene	human
AC079070.1	predict_gene	human
AC090125.1	predict_gene	human
AC090398.1	predict_gene	human
AC009704.1	predict_gene	human
AC015819.2	predict_gene	human
AC015819.1	predict_gene	human
AC116003.3	predict_gene	human
AC116003.1	predict_gene	human
AC116003.2	predict_gene	human
AC021506.1	predict_gene	human
AC090457.1	predict_gene	human
AC103808.6	predict_gene	human
AC103808.2	predict_gene	human
AC103808.4	predict_gene	human
AC103808.3	predict_gene	human
AC103808.1	predict_gene	human
AC103808.5	predict_gene	human
AC009716.1	predict_gene	human
AC018413.1	predict_gene	human
AC027575.2	predict_gene	human
AC093330.1	predict_gene	human
AC018529.1	predict_gene	human
AC018529.2	predict_gene	human
AC100863.1	predict_gene	human
AC124254.1	predict_gene	human
AC123786.1	predict_gene	human
AC134978.1	predict_gene	human
AC107892.1	predict_gene	human
AC087399.1	predict_gene	human
AC012572.1	predict_gene	human
AC044873.1	predict_gene	human
AC091027.2	predict_gene	human
AC091027.1	predict_gene	human
AC104423.1	predict_gene	human
AC023090.1	predict_gene	human
AC018445.1	predict_gene	human
AC068473.4	predict_gene	human
AC068473.1	predict_gene	human
AC068473.5	predict_gene	human
AC068473.2	predict_gene	human
AC021594.1	predict_gene	human
AC021594.2	predict_gene	human
AC114341.1	predict_gene	human
AC090360.1	predict_gene	human
AC139100.1	predict_gene	human
AL034548.1	predict_gene	human
AL121758.1	predict_gene	human
AL031665.2	predict_gene	human
AL136531.2	predict_gene	human
AL136531.1	predict_gene	human
AL049634.2	predict_gene	human
AL121760.1	predict_gene	human
AL117335.1	predict_gene	human
AL121899.1	predict_gene	human
AL049650.1	predict_gene	human
AL049712.1	predict_gene	human
AL035460.1	predict_gene	human
AL109976.1	predict_gene	human
AL353194.1	predict_gene	human
AL031670.1	predict_gene	human
AL356414.1	predict_gene	human
AL139350.1	predict_gene	human
AL121781.1	predict_gene	human
AL133396.2	predict_gene	human
AL121890.3	predict_gene	human
AL121890.2	predict_gene	human
AL121890.5	predict_gene	human
AL121890.4	predict_gene	human
AL121757.2	predict_gene	human
AL121757.1	predict_gene	human
AL109935.2	predict_gene	human
AL109935.1	predict_gene	human
AL035461.2	predict_gene	human
AL118505.1	predict_gene	human
AL096799.1	predict_gene	human
AL080248.1	predict_gene	human
AL021396.1	predict_gene	human
AL353612.1	predict_gene	human
AL354824.1	predict_gene	human
AL354824.2	predict_gene	human
AL034430.1	predict_gene	human
AL050403.2	predict_gene	human
AL135937.1	predict_gene	human
AL050403.1	predict_gene	human
AL158042.1	predict_gene	human
AL049649.1	predict_gene	human
AL109837.2	predict_gene	human
AL161938.1	predict_gene	human
AL035448.1	predict_gene	human
AL109838.1	predict_gene	human
AL136460.1	predict_gene	human
AL078623.1	predict_gene	human
AL050320.1	predict_gene	human
AL121782.1	predict_gene	human
AL138808.1	predict_gene	human
AL121584.1	predict_gene	human
AL049794.1	predict_gene	human
AL049794.2	predict_gene	human
AL121892.1	predict_gene	human
AL035045.1	predict_gene	human
AL160411.1	predict_gene	human
AL049646.2	predict_gene	human
AL049646.1	predict_gene	human
AL121900.2	predict_gene	human
AL121900.1	predict_gene	human
AL035563.1	predict_gene	human
AL135936.1	predict_gene	human
AL136090.1	predict_gene	human
AL049647.1	predict_gene	human
AL121761.2	predict_gene	human
AL121761.1	predict_gene	human
AL132821.1	predict_gene	human
AL035454.1	predict_gene	human
AL049648.1	predict_gene	human
AL121721.1	predict_gene	human
AL133465.1	predict_gene	human
AL121759.2	predict_gene	human
AL121759.1	predict_gene	human
AL117332.1	predict_gene	human
AL158013.1	predict_gene	human
AL133325.3	predict_gene	human
AL133325.2	predict_gene	human
AL109807.1	predict_gene	human
AL035258.1	predict_gene	human
AL133464.1	predict_gene	human
AL121722.1	predict_gene	human
AL158175.1	predict_gene	human
AL049651.1	predict_gene	human
AL118508.2	predict_gene	human
AL118508.1	predict_gene	human
AL390037.1	predict_gene	human
AL096677.1	predict_gene	human
AL109954.2	predict_gene	human
AL109954.1	predict_gene	human
AL109954.3	predict_gene	human
AL121894.2	predict_gene	human
AL121894.1	predict_gene	human
AL591074.1	predict_gene	human
AL110503.1	predict_gene	human
AL158090.1	predict_gene	human
AL157413.1	predict_gene	human
AL049594.1	predict_gene	human
AL035661.1	predict_gene	human
AL080312.2	predict_gene	human
AL035252.2	predict_gene	human
AL035252.3	predict_gene	human
AL121772.1	predict_gene	human
AL121772.2	predict_gene	human
AL121772.3	predict_gene	human
AL031673.1	predict_gene	human
AL390198.1	predict_gene	human
AL078587.1	predict_gene	human
AL391119.1	predict_gene	human
AL121904.1	predict_gene	human
AL110115.2	predict_gene	human
AL117381.1	predict_gene	human
AL031658.1	predict_gene	human
AL121583.1	predict_gene	human
AL034550.1	predict_gene	human
AL034550.2	predict_gene	human
AL133343.2	predict_gene	human
AL133343.1	predict_gene	human
FO393400.1	predict_gene	human
AL035071.2	predict_gene	human
AL035071.1	predict_gene	human
AL121901.1	predict_gene	human
